"beta_h","kappa_h","kappa_1","year","total_hosp_incidence","total_bsi_hospitalisation","prevalence_col_comm","hosp_incidence_all_trust","bsi_hospitalised_all_trust","total_incidence_all_trust","prop_bsi_hospitalised_all_trust","colonisation_prevalence_comm_percent_all_trust","difference"
0.1142,0.00144,0.0000456,200,17.9791488046658,21.264836706373,0.0159662964480294,2409,2849,5258,54.18,1.6,0
0.1156,0.00104,0.0000451,199,14.3317788384661,23.2162962232314,0.0176247665695456,1920,3111,5031,61.84,1.76,NA
0.1156,0.00104,0.0000451,200,14.3317788384661,23.2162962232314,0.0176247665695456,1920,3111,5031,61.84,1.76,0
0.1156,0.00104,0.0000452,199,14.3392799806998,23.2793485747607,0.0176335343296385,1921,3119,5040,61.88,1.76,NA
0.1156,0.00104,0.0000452,200,14.3392799806998,23.2793485747607,0.0176335343296385,1921,3119,5040,61.88,1.76,0
0.1156,0.00104,0.0000455,199,14.3617734638701,23.4687931935241,0.0176598227585537,1924,3145,5069,62.04,1.77,NA
0.1156,0.00104,0.0000455,200,14.3617734638701,23.4687931935241,0.0176598227585537,1924,3145,5069,62.04,1.77,0
0.1156,0.00104,0.0000456,199,14.3692679790752,23.532037185455,0.0176685806205463,1925,3153,5078,62.09,1.77,NA
0.1156,0.00104,0.0000456,200,14.3692679790752,23.532037185455,0.0176685806205463,1925,3153,5078,62.09,1.77,0
0.1156,0.00124,0.0000451,199,17.3209040743791,23.5337993416715,0.0178658006386408,2321,3154,5475,57.61,1.79,NA
0.1156,0.00124,0.0000451,200,17.3209040743791,23.5337993416715,0.0178658006386408,2321,3154,5475,57.61,1.79,0
0.1156,0.00124,0.0000452,199,17.3297889085143,23.5974684370876,0.017874502305651,2322,3162,5484,57.66,1.79,NA
0.1156,0.00124,0.0000452,200,17.3297889085143,23.5974684370876,0.017874502305651,2322,3162,5484,57.66,1.79,0
0.1156,0.00124,0.0000455,199,17.3564316551892,23.7887611367069,0.0179005925809438,2326,3188,5514,57.82,1.79,NA
0.1156,0.00124,0.0000455,200,17.3564316551892,23.7887611367069,0.0179005925809438,2326,3188,5514,57.82,1.79,0
0.1156,0.00124,0.0000456,199,17.3653086541071,23.8526204400932,0.0179092844335733,2327,3196,5523,57.87,1.79,NA
0.1156,0.00124,0.0000456,200,17.3653086541071,23.8526204400932,0.0179092844335733,2327,3196,5523,57.87,1.79,0
0.1156,0.00144,0.0000451,199,20.3827670782243,23.8485040876549,0.0181047103092064,2731,3196,5927,53.92,1.81,NA
0.1156,0.00144,0.0000451,200,20.3827670782243,23.8485040876549,0.0181047103092064,2731,3196,5927,53.92,1.81,0
0.1156,0.00144,0.0000452,199,20.3930172503829,23.9127845388248,0.0181133465021853,2733,3204,5937,53.97,1.81,NA
0.1156,0.00144,0.0000452,200,20.3930172503829,23.9127845388248,0.0181133465021853,2733,3204,5937,53.97,1.81,0
0.1156,0.00144,0.0000455,199,20.4237542288047,24.1059091771422,0.0181392404795344,2737,3230,5967,54.13,1.81,NA
0.1156,0.00144,0.0000455,200,20.4237542288047,24.1059091771422,0.0181392404795344,2737,3230,5967,54.13,1.81,0
0.1156,0.00144,0.0000456,199,20.4339953779731,24.1703784171295,0.0181478669408687,2738,3239,5977,54.19,1.81,NA
0.1156,0.00144,0.0000456,200,20.4339953779731,24.1703784171295,0.0181478669408687,2738,3239,5977,54.19,1.81,0
0.1177,0.00104,0.0000451,199,16.9334544547405,27.4339213407529,0.0208265976222319,2269,3676,5945,61.83,2.08,NA
0.1177,0.00104,0.0000451,200,16.9334544547405,27.4339213407529,0.0208265976222319,2269,3676,5945,61.83,2.08,0
0.1177,0.00104,0.0000452,199,16.9406945146875,27.5057981287682,0.0208349659789446,2270,3686,5956,61.89,2.08,NA
0.1177,0.00104,0.0000452,200,16.9406945146875,27.5057981287682,0.0208349659789446,2270,3686,5956,61.89,2.08,0
0.1177,0.00104,0.0000455,199,16.9624050847892,27.7217028059204,0.0208600567606996,2273,3715,5988,62.04,2.09,NA
0.1177,0.00104,0.0000455,200,16.9624050847892,27.7217028059204,0.0208600567606996,2273,3715,5988,62.04,2.09,0
0.1177,0.00104,0.0000456,199,16.9696387399586,27.7937624033893,0.0208684155945135,2274,3724,5998,62.09,2.09,NA
0.1177,0.00104,0.0000456,200,16.9696387399586,27.7937624033893,0.0208684155945135,2274,3724,5998,62.09,2.09,0
0.1177,0.00124,0.0000451,199,20.4112178165974,27.7358883528495,0.021055837378959,2735,3717,6452,57.61,2.11,NA
0.1177,0.00124,0.0000451,200,20.4112178165974,27.7358883528495,0.021055837378959,2735,3717,6452,57.61,2.11,0
0.1177,0.00124,0.0000452,199,20.4197933121054,27.8083506597386,0.0210641420841057,2736,3726,6462,57.66,2.11,NA
0.1177,0.00124,0.0000452,200,20.4197933121054,27.8083506597386,0.0210641420841057,2736,3726,6462,57.66,2.11,0
0.1177,0.00124,0.0000455,199,20.44550843661,28.0260098220469,0.0210890420315805,2740,3755,6495,57.81,2.11,NA
0.1177,0.00124,0.0000455,200,20.44550843661,28.0260098220469,0.0210890420315805,2740,3755,6495,57.81,2.11,0
0.1177,0.00124,0.0000456,199,20.4540763593195,28.0986535580769,0.0210973372940771,2741,3765,6506,57.87,2.11,NA
0.1177,0.00124,0.0000456,200,20.4540763593195,28.0986535580769,0.0210973372940771,2741,3765,6506,57.87,2.11,0
0.1177,0.00144,0.0000451,199,23.9580383570137,28.0351640288109,0.0212830339945027,3210,3757,6967,53.93,2.13,NA
0.1177,0.00144,0.0000451,200,23.9580383570137,28.0351640288109,0.0212830339945027,3210,3757,6967,53.93,2.13,0
0.1177,0.00144,0.0000452,199,23.9679315417015,28.1082066712634,0.0212912756424136,3212,3766,6978,53.97,2.13,NA
0.1177,0.00144,0.0000452,200,23.9679315417015,28.1082066712634,0.0212912756424136,3212,3766,6978,53.97,2.13,0
0.1177,0.00144,0.0000455,199,23.9975980113422,28.3276047893787,0.0213159865371811,3216,3796,7012,54.14,2.13,NA
0.1177,0.00144,0.0000455,200,23.9975980113422,28.3276047893787,0.0213159865371811,3216,3796,7012,54.14,2.13,0
0.1177,0.00144,0.0000456,199,24.0074824752946,28.4008274939379,0.0213242188217487,3217,3806,7023,54.19,2.13,NA
0.1177,0.00144,0.0000456,200,24.0074824752946,28.4008274939379,0.0213242188217487,3217,3806,7023,54.19,2.13,0
0.1204,0.00104,0.0000451,199,20.1458894466737,32.6429871892287,0.0247810858290478,2700,4374,7074,61.83,2.48,NA
0.1204,0.00104,0.0000451,200,20.1458894466737,32.6429871892287,0.0247810858290478,2700,4374,7074,61.83,2.48,0
0.1204,0.00104,0.0000452,199,20.1528082444543,32.7257666091327,0.0247889637937475,2700,4385,7085,61.89,2.48,NA
0.1204,0.00104,0.0000452,200,20.1528082444543,32.7257666091327,0.0247889637937475,2700,4385,7085,61.89,2.48,0
0.1204,0.00104,0.0000455,199,20.1735554353786,32.9743629033555,0.0248125840834794,2703,4419,7122,62.05,2.48,NA
0.1204,0.00104,0.0000455,200,20.1735554353786,32.9743629033555,0.0248125840834794,2703,4419,7122,62.05,2.48,0
0.1204,0.00104,0.0000456,199,20.1804680995974,33.0573142834146,0.024820452981147,2704,4430,7134,62.1,2.48,NA
0.1204,0.00104,0.0000456,200,20.1804680995974,33.0573142834146,0.024820452981147,2704,4430,7134,62.1,2.48,0
0.1204,0.00124,0.0000451,199,24.227042084367,32.925879349018,0.0249958448171283,3246,4412,7658,57.61,2.5,NA
0.1204,0.00124,0.0000451,200,24.227042084367,32.925879349018,0.0249958448171283,3246,4412,7658,57.61,2.5,0
0.1204,0.00124,0.0000452,199,24.2352369225955,33.0092059109165,0.0250036620979272,3248,4423,7671,57.66,2.5,NA
0.1204,0.00124,0.0000452,200,24.2352369225955,33.0092059109165,0.0250036620979272,3248,4423,7671,57.66,2.5,0
0.1204,0.00124,0.0000455,199,24.2598105557818,33.2594416559277,0.0250271004501112,3251,4457,7708,57.82,2.5,NA
0.1204,0.00124,0.0000455,200,24.2598105557818,33.2594416559277,0.0250271004501112,3251,4457,7708,57.82,2.5,0
0.1204,0.00124,0.0000456,199,24.2679981418905,33.3429388617378,0.0250349087399541,3252,4468,7720,57.88,2.5,NA
0.1204,0.00124,0.0000456,200,24.2679981418905,33.3429388617378,0.0250349087399541,3252,4468,7720,57.88,2.5,0
0.1204,0.00144,0.0000451,199,28.3727195239544,33.2062106301601,0.0252086597012273,3802,4450,8252,53.93,2.52,NA
0.1204,0.00144,0.0000451,200,28.3727195239544,33.2062106301601,0.0252086597012273,3802,4450,8252,53.93,2.52,0
0.1204,0.00144,0.0000452,199,28.3821733993545,33.2900794010447,0.0252164168626721,3803,4461,8264,53.98,2.52,NA
0.1204,0.00144,0.0000452,200,28.3821733993545,33.2900794010447,0.0252164168626721,3803,4461,8264,53.98,2.52,0
0.1204,0.00144,0.0000455,199,28.4105224941868,33.5419398160775,0.0252396749696138,3807,4495,8302,54.14,2.52,NA
0.1204,0.00144,0.0000455,200,28.4105224941868,33.5419398160775,0.0252396749696138,3807,4495,8302,54.14,2.52,0
0.1204,0.00144,0.0000456,199,28.4199680176653,33.6259779265811,0.0252474232152897,3808,4506,8314,54.2,2.52,NA
0.1204,0.00144,0.0000456,200,28.4199680176653,33.6259779265811,0.0252474232152897,3808,4506,8314,54.2,2.52,0
