"beta_h","kappa_h","kappa_1","year","total_hosp_incidence","total_bsi_hospitalisation","prevalence_col_comm","hosp_incidence_all_trust","bsi_hospitalised_all_trust","total_incidence_all_trust","prop_bsi_hospitalised_all_trust","colonisation_prevalence_comm_percent_all_trust","difference"
0.108508628000596,0.00127632907745495,0.0000385934503524112,199,5.55924256312665,6.28776826590547,0.00557814628555017,745,843,1588,53.09,0.56,NA
0.108508628000596,0.00127632907745495,0.0000385934503524112,200,5.55924256305047,6.28776826580815,0.00557814628546391,745,843,1588,53.09,0.56,-0.0000000000973159330897033
0.109224609269723,0.000551207195213065,0.0000194664250068047,199,1.59948222239615,2.12372950921548,0.0037352526258869,214,285,499,57.11,0.37,NA
0.109224609269723,0.000551207195213065,0.0000194664250068047,200,1.59948220176864,2.1237294801137,0.00373525257472638,214,285,499,57.11,0.37,-0.0000000291017840936547
0.109721225265776,0.00089250072685669,0.00003745642547832,199,4.90272981349563,7.69892085367815,0.00703737193223984,657,1032,1689,61.1,0.7,NA
0.109721225265776,0.00089250072685669,0.00003745642547832,200,4.90272981349563,7.69892085367815,0.00703737193223933,657,1032,1689,61.1,0.7,0
0.11029794235231,0.00259731713366429,0.0000368247284789809,199,20.8578186630439,11.0697607274642,0.0102921393943223,2795,1483,4278,34.67,1.03,NA
0.11029794235231,0.00259731713366429,0.0000368247284789809,200,20.8578186630439,11.0697607274642,0.0102921393943223,2795,1483,4278,34.67,1.03,0
0.110607743307149,0.00310228041487014,0.0000290151732805265,199,25.9072538785995,9.08980830903715,0.0107259689472182,3472,1218,4690,25.97,1.07,NA
0.110607743307149,0.00310228041487014,0.0000290151732805265,200,25.9072538785995,9.08980830903715,0.0107259689472182,3472,1218,4690,25.97,1.07,0
0.111020321713416,0.00199645970449982,0.0000300165192219721,199,15.6260773953454,8.80984730610521,0.0100488191732566,2094,1181,3275,36.06,1,NA
0.111020321713416,0.00199645970449982,0.0000300165192219721,200,15.6260773953454,8.80984730610521,0.0100488191732566,2094,1181,3275,36.06,1,0
0.111568111905148,0.00282086727498033,0.0000247600202015149,199,25.3336200204194,8.35125889018855,0.0115480307478828,3395,1119,4514,24.79,1.15,NA
0.111568111905148,0.00282086727498033,0.0000247600202015149,200,25.3336200204194,8.35125889018855,0.0115480307478828,3395,1119,4514,24.79,1.15,0
0.11199100189298,0.000629637493167206,0.0000206639634190393,199,4.33504007393537,5.34765669344893,0.00886047232971129,581,717,1298,55.24,0.89,NA
0.11199100189298,0.000629637493167206,0.0000206639634190393,200,4.33504007393537,5.34765669344893,0.00886047232971129,581,717,1298,55.24,0.89,0
0.112392193061722,0.00118321710475122,0.0000282946879311545,199,10.2082542842163,9.157829747395,0.0110814001137542,1368,1227,2595,47.28,1.11,NA
0.112392193061722,0.00118321710475122,0.0000282946879311545,200,10.2082542842163,9.157829747395,0.0110814001137542,1368,1227,2595,47.28,1.11,0
0.113332883404871,0.00161355289871738,0.0000357393799970405,199,17.4995142655712,14.5140227909724,0.0139042563358056,2345,1945,4290,45.34,1.39,NA
0.113332883404871,0.00161355289871738,0.0000357393799970405,200,17.4995142655712,14.5140227909724,0.0139042563358056,2345,1945,4290,45.34,1.39,0
