"time","S_c1","C_c1","I_c1","VS_c1","VC_c1","S_h1","C_h1","I_h1","VS_h1","VC_h1","D_h1","CInc_1a","CInc_1b","CInc_1c","CInc_1d","col_adm","col_discharges","admissions","discharges","inc_bsi_hosp","inc_hosp_onset","total_cases"
81,78982.1213696718,1051.80446189416,0.0741684315676151,0,0,326.573045047676,63.3877900759268,46.0391648763846,0,0,2179.40443665007,357301.479061667,5603.65166591126,5602.61804914211,4286.50893081908,118.521896081924,624.741233544341,5035.96431882282,4976.94686090271,0.0594235832668346,3.11763906443321,3.17706264770004
82,78985.1542737217,1048.77177630291,0.0739499728882879,0,0,326.238808119048,63.5383797864719,46.2228120944682,0,0,2180.40258133133,357311.602321824,5603.71070467223,5602.6772962157,4289.63409472937,119.715017730665,634.372098669911,5096.18019756932,5036.1111829671,0.0592470735873576,3.12516391029021,3.18441098387757
83,78988.128136458,1045.79812775268,0.0737357868159539,0,0,325.913573798962,63.6846256836604,46.4018005173655,0,0,2181.40464901939,357321.745781397,5603.76957462494,5602.73637023805,4292.76656679383,120.904727912319,644.025485445293,5156.37245985618,5095.24799040452,0.059074022355162,3.13247206446613,3.19154608682129
84,78991.0443217921,1042.88215243099,0.0735257744988796,0,0,325.597138554455,63.8266390354519,46.5762224100807,0,0,2182.41053991115,357331.908836047,5603.82827904951,5602.79527458756,4295.90613585687,122.091092915136,653.700743149035,5216.54170649705,5154.3579831998,0.0589043495110673,3.13956906303338,3.19847341254444
85,78993.9041604097,1040.0225197484,0.0733198394930508,0,0,325.289301791525,63.9645288078118,46.7461694006515,0,0,2183.4201561931,357342.090898573,5603.88682115031,5602.8540125645,4299.05259618538,123.27417749702,663.397237770364,5276.6885263283,5213.44184738352,0.0587379769349354,3.1464603285167,3.20519830545163
86,78996.7089505227,1037.21793158712,0.0731178877034002,0,0,324.989865911551,64.0984016758134,46.9117324126235,0,0,2184.43340202675,357352.291398457,5603.94520405788,5602.91258739291,4302.20574735571,124.454044922841,673.114351660608,5336.81349629652,5272.50025513389,0.05857482841202,3.15315117032969,3.21172599874171
87,78999.4599586096,1034.46712156064,0.072919827326489,0,0,324.698636359817,64.2283620378292,47.073001602342,0,0,2185.45018353277,357362.509781419,5604.00343083063,5602.9710022225,4305.36539414112,125.630757000899,682.851483186559,5396.91718155439,5331.53386488853,0.0584148295884006,3.15964678540149,3.21806161498989
88,79002.1584201441,1031.7688542847,0.0727255687999926,0,0,324.415421666633,64.3545120324769,47.2300663008783,0,0,2186.47040877367,357372.745508984,5604.06150445669,5603.02926013042,4308.53134640008,126.804374118554,692.608046386219,5457.00013556452,5390.54332146539,0.0582579079255083,3.16595225896071,3.22421016688622
89,79004.8055403129,1029.12192465994,0.0725350247543961,0,0,324.140033481498,64.4769515580565,47.3830149604332,0,0,2187.49398773544,357382.998058058,5604.11942785561,5603.08736412307,4311.7034189655,127.974955277043,702.383470627343,5517.06290021039,5449.52925619205,0.0581039926501035,3.17207256542588,3.23017655807598
90,79007.4024947212,1026.52515716633,0.072348109962354,0,0,323.872286600676,64.5957782942465,47.5319351050659,0,0,2188.52083230794,357393.266920507,5604.17720387999,5603.1453171378,4314.88143153493,129.142558125474,712.177200269081,5577.10600591412,5508.49228704287,0.0579530147269907,3.17801256942494,3.23596558415193
