,time,S_c1,C_c1,I_c1,VS_c1,VC_c1,S_h1,C_h1,I_h1,VS_h1,VC_h1,D_h1,CInc_1a,CInc_1b,CInc_1c,CInc_1d,col_adm,col_discharges,admissions,discharges,,,,,
247,246,25628.33868,537.8453705,0.049581689,52754.52103,1113.245334,128.1070087,14.11881759,0.688418278,264.4625859,28.62316951,2128.805871,357794.8428,5607.675178,5606.665455,4091.074618,467.3036074,1463.290009,14687.80966,14669.21461,0.039667108,0.028154774,,0.014895632,
248,247,25635.78217,537.8070043,0.049577319,52747.2427,1113.118548,128.1450857,14.1210212,0.688388382,264.4276359,28.6178688,2128.820766,357799.4453,5607.714844,5606.705119,4091.102773,469.1791527,1469.145449,14747.52188,14728.8523,0.039663603,0.028155533,,0.014894983,
249,248,25643.2242,537.7690801,0.049572969,52739.96565,1112.991497,128.1831547,14.12322727,0.688358697,264.3926897,28.61256958,2128.83566,357804.0474,5607.754507,5606.744779,4091.13093,471.0545104,1475.000465,14807.2341,14788.48999,0.039660113,0.028156295,,0.014894338,
250,249,25650.66477,537.7315966,0.04956864,52732.68988,1112.864183,128.2212157,14.1254358,0.688329221,264.3577474,28.60727184,2128.850554,357808.6492,5607.794166,5606.784435,4091.159087,472.9296807,1480.855058,14866.94633,14848.12769,0.039656642,0.028157061,,0.014893698,
251,250,25658.10388,537.6945525,0.049564331,52725.4154,1112.736606,128.2592688,14.12764676,0.688299955,264.3228089,28.60197559,2128.865447,357813.2508,5607.833821,5606.824089,4091.187245,474.804664,1486.709227,14926.65856,14907.76539,0.039653187,0.028157831,,0.014893062,
252,251,25665.54153,537.6579465,0.049560043,52718.14219,1112.608768,128.2973139,14.12986015,0.688270897,264.2878743,28.59668081,2128.88034,357817.852,5607.873474,5606.863738,4091.215403,476.6794604,1492.562974,14986.3708,14967.40309,0.039649748,0.028158604,,0.014892431,
253,252,25672.97774,537.6217773,0.049555775,52710.87026,1112.48067,128.335351,14.13207597,0.688242048,264.2529435,28.59138751,2128.895231,357822.453,5607.913123,5606.903385,4091.243562,478.5540701,1498.4163,15046.08304,15027.0408,0.039646326,0.028159381,,0.014891805,
254,253,25680.41248,537.5860436,0.049551528,52703.59961,1112.352313,128.3733802,14.1342942,0.688213406,264.2180165,28.58609569,2128.910123,357827.0536,5607.952768,5606.943028,4091.271723,480.4284932,1504.269204,15105.79528,15086.67851,0.03964292,0.028160161,,0.014891183,
255,254,25687.84578,537.5507443,0.049547301,52696.33023,1112.223698,128.4114014,14.13651483,0.688184971,264.1830934,28.58080534,2128.925013,357831.654,5607.99241,5606.982667,4091.299884,482.3027301,1510.121687,15165.50752,15146.31623,0.03963953,0.028160945,,0.014890565,
256,255,25695.27762,537.515878,0.049543095,52689.06213,1112.094826,128.4494148,14.13873787,0.688156742,264.1481742,28.57551647,2128.939903,357836.2541,5608.032049,5607.022303,4091.328045,484.1767808,1515.97375,15225.21977,15205.95395,0.039636157,0.028161732,,0.014889952,
257,256,25702.70802,537.4814433,0.049538908,52681.7953,1111.9657,128.4874202,14.14096329,0.688128719,264.1132587,28.57022908,2128.954792,357840.8539,5608.071684,5607.061936,4091.356208,486.0506457,1521.825393,15284.93202,15265.59168,0.039632801,0.028162523,,0.014889344,
258,257,25710.13697,537.4474392,0.049534742,52674.52974,1111.836318,128.5254177,14.14319109,0.688100902,264.0783472,28.56494316,2128.969681,357845.4534,5608.111316,5607.101565,4091.384371,487.9243248,1527.676616,15344.64428,15325.2294,0.03962946,0.028163318,,0.01488874,
259,258,25717.56447,537.4138644,0.049530597,52667.26545,1111.706684,128.5634073,14.14542127,0.688073289,264.0434394,28.55965872,2128.984569,357850.0526,5608.150945,5607.141192,4091.412535,489.7978185,1533.527422,15404.35654,15384.86714,0.039626136,0.028164116,,0.01488814,
260,259,25724.99053,537.3807177,0.049526471,52660.00243,1111.576797,128.601389,14.14765381,0.68804588,264.0085356,28.55437575,2128.999457,357854.6515,5608.190571,5607.180814,4091.4407,491.6711268,1539.377809,15464.0688,15444.50487,0.039622825,0.028164917,,0.014887545,
261,260,25732.41514,537.3479978,0.049522365,52652.74068,1111.44666,128.6393628,14.14988871,0.688018675,263.9736355,28.54909426,2129.014344,357859.2501,5608.230193,5607.220434,4091.468866,493.54425,1545.227778,15523.78106,15504.14261,0.039619533,0.028165721,,0.014886954,
262,261,25739.83832,537.3157033,0.049518279,52645.48019,1111.316272,128.6773288,14.15212595,0.687991673,263.9387394,28.54381425,2129.02923,357863.8485,5608.269812,5607.26005,4091.497032,495.4171883,1551.07733,15583.49333,15563.78035,0.039616256,0.02816653,,0.014886368,
263,262,25747.26005,537.2838332,0.049514213,52638.22097,1111.185636,128.7152869,14.15436554,0.687964873,263.903847,28.53853571,2129.044116,357868.4465,5608.309428,5607.299663,4091.5252,497.2899419,1556.926466,15643.2056,15623.4181,0.039612996,0.028167342,,0.014885786,
264,263,25754.68034,537.2523862,0.049510168,52630.96301,1111.054752,128.7532371,14.15660747,0.687938275,263.8689585,28.53325865,2129.059001,357873.0443,5608.34904,5607.339273,4091.553368,499.162511,1562.775185,15702.91787,15683.05585,0.039609751,0.028168157,,0.014885208,
265,264,25762.09919,537.221361,0.049506141,52623.70632,1110.923621,128.7911795,14.15885172,0.687911879,263.8340739,28.52798306,2129.073886,357877.6417,5608.388649,5607.37888,4091.581537,501.0348958,1568.623489,15762.63015,15742.69361,0.039606522,0.028168975,,0.014884635,
266,265,25769.51661,537.1907564,0.049502135,52616.45088,1110.792245,128.829114,14.16109828,0.687885684,263.7991931,28.52270895,2129.08877,357882.2389,5608.428255,5607.418483,4091.609707,502.9070965,1574.471378,15822.34243,15802.33136,0.039603309,0.028169797,,0.014884066,
267,266,25776.93259,537.1605712,0.049498149,52609.19671,1110.660625,128.8670407,14.16334716,0.687859688,263.7643161,28.51743632,2129.103653,357886.8358,5608.467858,5607.458083,4091.637877,504.7791133,1580.318853,15882.05471,15861.96913,0.039600112,0.028170623,,0.014883501,
268,267,25784.34714,537.1308042,0.049494182,52601.9438,1110.528761,128.9049596,14.16559835,0.687833893,263.729443,28.51216516,2129.118536,357891.4324,5608.507458,5607.49768,4091.666049,506.6509463,1586.165913,15941.767,15921.60689,0.039596931,0.028171452,,0.014882941,
269,268,25791.76026,537.1014541,0.049490235,52594.69214,1110.396655,128.9428707,14.16785183,0.687808297,263.6945737,28.50689549,2129.133419,357896.0287,5608.547055,5607.537274,4091.694221,508.5225959,1592.01256,16001.47929,15981.24466,0.039593765,0.028172284,,0.014882385,
270,269,25799.17194,537.0725197,0.049486307,52587.44174,1110.264308,128.9807739,14.1701076,0.6877829,263.6597083,28.50162729,2129.1483,357900.6248,5608.586648,5607.576864,4091.722394,510.3940621,1597.858794,16061.19158,16040.88243,0.039590615,0.02817312,,0.014881833,
271,270,25806.5822,537.0439999,0.049482399,52580.1926,1110.131721,129.0186694,14.17236565,0.687757701,263.6248467,28.49636058,2129.163182,357905.2205,5608.626238,5607.616452,4091.750568,512.2653452,1603.704615,16120.90387,16100.52021,0.039587481,0.028173959,,0.014881286,
272,271,25813.99102,537.0158934,0.04947851,52572.94471,1109.998895,129.0565571,14.17462597,0.687732699,263.5899889,28.49109534,2129.178063,357909.816,5608.665826,5607.656036,4091.778743,514.1364454,1609.550025,16180.61617,16160.15799,0.039584362,0.028174801,,0.014880743,
273,272,25821.39842,536.9881991,0.049474641,52565.69807,1109.865831,129.0944369,14.17688856,0.687707895,263.555135,28.48583159,2129.192943,357914.4111,5608.70541,5607.695617,4091.806919,516.0073629,1615.395023,16240.32847,16219.79577,0.039581259,0.028175647,,0.014880204,
274,273,25828.8044,536.9609156,0.049470792,52558.45269,1109.732531,129.132309,14.17915342,0.687683287,263.5202849,28.48056932,2129.207822,357919.006,5608.744991,5607.735196,4091.835095,517.8780978,1621.239611,16300.04077,16279.43355,0.039578172,0.028176496,,0.014879669,
275,274,25836.20894,536.9340419,0.049466961,52551.20855,1109.598994,129.1701734,14.18142052,0.687658876,263.4854387,28.47530854,2129.222702,357923.6006,5608.784569,5607.774771,4091.863272,519.7486504,1627.083787,16359.75308,16339.07134,0.0395751,0.028177349,,0.014879139,
276,275,25843.61207,536.9075767,0.04946315,52543.96567,1109.465223,129.2080299,14.18368988,0.68763466,263.4505963,28.47004924,2129.23758,357928.1949,5608.824144,5607.814343,4091.891451,521.6190209,1632.927554,16419.46539,16398.70914,0.039572043,0.028178205,,0.014878613,
277,276,25851.01377,536.8815189,0.049459358,52536.72403,1109.331218,129.2458788,14.18596147,0.687610639,263.4157577,28.46479143,2129.252458,357932.789,5608.863716,5607.853912,4091.91963,523.4892095,1638.770912,16479.1777,16458.34693,0.039569002,0.028179064,,0.014878091,
278,277,25858.41406,536.8558672,0.049455586,52529.48364,1109.196981,129.2837198,14.18823529,0.687586813,263.380923,28.45953511,2129.267336,357937.3827,5608.903285,5607.893478,4091.94781,525.3592163,1644.613861,16538.89001,16517.98473,0.039565976,0.028179926,,0.014877573,
279,278,25865.81292,536.8306205,0.049451832,52522.2445,1109.062512,129.3215532,14.19051134,0.687563181,263.3460921,28.45428027,2129.282213,357941.9762,5608.942851,5607.933041,4091.97599,527.2290416,1650.456401,16598.60233,16577.62253,0.039562966,0.028180792,,0.01487706,
280,279,25873.21037,536.8057776,0.049448098,52515.0066,1108.927812,129.3593788,14.19278961,0.687539742,263.311265,28.44902693,2129.297089,357946.5694,5608.982414,5607.972601,4092.004172,529.0986856,1656.298534,16658.31465,16637.26034,0.039559971,0.028181661,,0.014876551,
281,280,25880.6064,536.7813373,0.049444382,52507.76994,1108.792883,129.3971966,14.19507009,0.687516497,263.2764417,28.44377508,2129.311965,357951.1623,5609.021974,5608.012158,4092.032355,530.9681484,1662.140259,16718.02697,16696.89815,0.039556991,0.028182534,,0.014876046,
282,281,25888.00101,536.7572984,0.049440686,52500.53453,1108.657726,129.4350068,14.19735278,0.687493444,263.2416223,28.43852472,2129.326841,357955.7549,5609.061531,5608.051712,4092.060538,532.8374303,1667.981578,16777.7393,16756.53596,0.039554026,0.02818341,,0.014875545,
283,282,25895.39421,536.7336599,0.049437008,52493.30035,1108.522341,129.4728092,14.19963767,0.687470584,263.2068067,28.43327586,2129.341716,357960.3473,5609.101085,5608.091263,4092.088722,534.7065314,1673.82249,16837.45163,16816.17377,0.039551076,0.028184289,,0.014875048,
284,283,25902.786,536.7104205,0.04943335,52486.06742,1108.38673,129.510604,14.20192474,0.687447914,263.1719949,28.42802849,2129.356591,357964.9393,5609.140637,5608.130811,4092.116908,536.575452,1679.662996,16897.16396,16875.81159,0.039548142,0.028185171,,0.014874555,
285,284,25910.17637,536.687579,0.04942971,52478.83572,1108.250893,129.548391,14.20421401,0.687425437,263.1371869,28.42278262,2129.371465,357969.5311,5609.180185,5608.170356,4092.145094,538.4441922,1685.503097,16956.87629,16935.44941,0.039545223,0.028186057,,0.014874067,
286,285,25917.56534,536.6651343,0.049426089,52471.60527,1108.114832,129.5861704,14.20650545,0.687403149,263.1023828,28.41753825,2129.386338,357974.1226,5609.21973,5608.209898,4092.173281,540.3127523,1691.342793,17016.58863,16995.08724,0.039542318,0.028186945,,0.014873583,
287,286,25924.9529,536.6430853,0.049422487,52464.37605,1107.978548,129.6239421,14.20879906,0.687381052,263.0675824,28.41229538,2129.401211,357978.7138,5609.259273,5608.249438,4092.201468,542.1811324,1697.182085,17076.30096,17054.72506,0.039539429,0.028187838,,0.014873103,
288,287,25932.33905,536.6214307,0.049418903,52457.14806,1107.842042,129.6617061,14.21109484,0.687359145,263.0327859,28.40705401,2129.416084,357983.3047,5609.298813,5608.288974,4092.229657,544.0493327,1703.020974,17136.0133,17114.36289,0.039536555,0.028188733,,0.014872626,
289,288,25939.72379,536.6001695,0.049415339,52449.92131,1107.705314,129.6994624,14.21339278,0.687337426,262.9979932,28.40181414,2129.430956,357987.8954,5609.33835,5608.328508,4092.257847,545.9173534,1708.859458,17195.72565,17174.00073,0.039533696,0.028189632,,0.014872155,
290,289,25947.10713,536.5793005,0.049411792,52442.69579,1107.568366,129.7372111,14.21569287,0.687315896,262.9632043,28.39657578,2129.445828,357992.4858,5609.377884,5608.368039,4092.286037,547.7851948,1714.69754,17255.43799,17233.63856,0.039530851,0.028190533,,0.014871687,
291,290,25954.48906,536.5588226,0.049408265,52435.47151,1107.431199,129.7749522,14.21799511,0.687294555,262.9284192,28.39133893,2129.460699,357997.0759,5609.417415,5608.407567,4092.314229,549.652857,1720.53522,17315.15034,17293.2764,0.039528022,0.028191438,,0.014871223,
292,291,25961.8696,536.5387346,0.049404756,52428.24845,1107.293814,129.8126856,14.22029949,0.687273401,262.893638,28.38610358,2129.47557,358001.6657,5609.456943,5608.447092,4092.342421,551.5203402,1726.372498,17374.86269,17352.91424,0.039525207,0.028192347,,0.014870763,
293,292,25969.24873,536.5190353,0.049401265,52421.02663,1107.156211,129.8504113,14.222606,0.687252435,262.8588605,28.38086975,2129.49044,358006.2552,5609.496469,5608.486615,4092.370614,553.3876446,1732.209375,17434.57505,17412.55209,0.039522407,0.028193258,,0.014870307,
294,293,25976.62646,536.4997237,0.049397793,52413.80603,1107.018392,129.8881294,14.22491464,0.687231655,262.8240869,28.37563742,2129.50531,358010.8445,5609.535992,5608.526134,4092.398808,555.2547704,1738.045851,17494.2874,17472.18994,0.039519622,0.028194173,,0.014869856,
295,294,25984.00279,536.4807986,0.049394339,52406.58666,1106.880358,129.9258399,14.22722539,0.687211061,262.789317,28.37040661,2129.520179,358015.4335,5609.575512,5608.565651,4092.427004,557.1217178,1743.881926,17553.99976,17531.82779,0.039516851,0.028195091,,0.014869408,
296,295,25991.37773,536.462259,0.049390903,52399.36851,1106.742109,129.9635428,14.22953827,0.687190654,262.7545509,28.36517732,2129.535048,358020.0222,5609.61503,5608.605165,4092.4552,558.988487,1749.717602,17613.71212,17591.46564,0.039514095,0.028196012,,0.014868965,
297,296,25998.75127,536.4441036,0.049387486,52392.15159,1106.603647,130.0012381,14.23185325,0.687170431,262.7197887,28.35994954,2129.549917,358024.6106,5609.654544,5608.644676,4092.483397,560.8550782,1755.552878,17673.42448,17651.1035,0.039511354,0.028196936,,0.014868525,
298,297,26006.12341,536.4263313,0.049384087,52384.9359,1106.464973,130.0389258,14.23417034,0.687150394,262.6850302,28.35472328,2129.564785,358029.1988,5609.694056,5608.684185,4092.511594,562.7214916,1761.387756,17733.13685,17710.74136,0.039508628,0.028197864,,0.01486809,
299,298,26013.49416,536.4089411,0.049380706,52377.72143,1106.326088,130.0766058,14.23648952,0.687130541,262.6502756,28.34949854,2129.579653,358033.7866,5609.733566,5608.723691,4092.539793,564.5877273,1767.222235,17792.84921,17770.37922,0.039505916,0.028198794,,0.014867658,
300,299,26020.86352,536.3919318,0.049377343,52370.50818,1106.186992,130.1142783,14.23881079,0.687110872,262.6155247,28.34427532,2129.59452,358038.3742,5609.773072,5608.763194,4092.567993,566.4537856,1773.056317,17852.56158,17830.01708,0.039503218,0.028199728,,0.01486723,
301,300,26028.23149,536.3753024,0.049373998,52363.29615,1106.047687,130.1519432,14.24113415,0.687091386,262.5807776,28.33905362,2129.609387,358042.9616,5609.812576,5608.802695,4092.596194,568.3196667,1778.890001,17912.27396,17889.65495,0.039500535,0.028200665,,0.014866807,
302,301,26035.59807,536.3590516,0.049370672,52356.08533,1105.908174,130.1896005,14.24345958,0.687072083,262.5460343,28.33383345,2129.624253,358047.5486,5609.852077,5608.842193,4092.624395,570.1853707,1784.723289,17971.98633,17949.29282,0.039497867,0.028201605,,0.014866387,
303,302,26042.96326,536.3431785,0.049367363,52348.87574,1105.768453,130.2272503,14.24578708,0.687052963,262.5112948,28.32861481,2129.639119,358052.1354,5609.891576,5608.881688,4092.652598,572.0508979,1790.55618,18031.69871,18008.93069,0.039495213,0.028202548,,0.014865971,
304,303,26050.32706,536.3276818,0.049364072,52341.66737,1105.628525,130.2648925,14.24811665,0.687034025,262.4765591,28.32339769,2129.653985,358056.7219,5609.931072,5608.92118,4092.680801,573.9162484,1796.388675,18091.41108,18068.56857,0.039492573,0.028203494,,0.01486556,
305,304,26057.68948,536.3125606,0.049360799,52334.46021,1105.488392,130.3025271,14.25044828,0.687015269,262.4418272,28.31818211,2129.66885,358061.3081,5609.970566,5608.96067,4092.709006,575.7814225,1802.220775,18151.12347,18128.20645,0.039489947,0.028204444,,0.014865152,
306,305,26065.05051,536.2978137,0.049357544,52327.25426,1105.348055,130.3401542,14.25278197,0.686996693,262.4070991,28.31296805,2129.683714,358065.8941,5610.010056,5609.000158,4092.737211,577.6464203,1808.05248,18210.83585,18187.84433,0.039487336,0.028205396,,0.014864748,
307,306,26072.41016,536.2834401,0.049354307,52320.04954,1105.207514,130.3777738,14.2551177,0.686978299,262.3723747,28.30775553,2129.698579,358070.4798,5610.049545,5609.039642,4092.765417,579.511242,1813.88379,18270.54823,18247.48221,0.03948474,0.028206352,,0.014864348,
308,307,26079.76842,536.2694386,0.049351088,52312.84602,1105.06677,130.4153858,14.25745547,0.686960085,262.3376541,28.30254455,2129.713443,358075.0652,5610.08903,5609.079125,4092.793625,581.3758878,1819.714707,18330.26062,18307.12009,0.039482157,0.028207311,,0.014863952,
309,308,26087.12531,536.2558081,0.049347886,52305.64371,1104.925824,130.4529903,14.25979528,0.68694205,262.3029373,28.2973351,2129.728306,358079.6503,5610.128514,5609.118604,4092.821833,583.2403579,1825.545231,18389.97301,18366.75798,0.039479588,0.028208273,,0.01486356,
310,309,26094.48081,536.2425476,0.049344702,52298.44262,1104.784678,130.4905872,14.26213712,0.686924195,262.2682242,28.29212719,2129.74317,358084.2352,5610.167994,5609.158081,4092.850042,585.1046525,1831.375361,18449.6854,18426.39587,0.039477034,0.028209238,,0.014863172,
311,310,26101.83494,536.2296561,0.049341536,52291.24273,1104.643332,130.5281767,14.26448099,0.686906519,262.233515,28.28692083,2129.758032,358088.8198,5610.207472,5609.197556,4092.878252,586.9687718,1837.205099,18509.39779,18486.03376,0.039474494,0.028210206,,0.014862787,
312,311,26109.18768,536.2171323,0.049338387,52284.04406,1104.501787,130.5657586,14.26682687,0.686889021,262.1988095,28.281716,2129.772895,358093.4041,5610.246948,5609.237028,4092.906464,588.832716,1843.034445,18569.11019,18545.67166,0.039471968,0.028211177,,0.014862407,
313,312,26116.53906,536.2049753,0.049335256,52276.84659,1104.360044,130.6033331,14.26917476,0.686871701,262.1641077,28.27651272,2129.787757,358097.9881,5610.286421,5609.276497,4092.934676,590.6964853,1848.8634,18628.82259,18605.30956,0.039469456,0.028212151,,0.01486203,
314,313,26123.88905,536.1931841,0.049332142,52269.65033,1104.218104,130.6409,14.27152466,0.686854559,262.1294098,28.27131099,2129.802618,358102.5719,5610.325892,5609.315964,4092.962889,592.5600798,1854.691964,18688.53499,18664.94746,0.039466958,0.028213129,,0.014861657,
315,314,26131.23767,536.1817574,0.049329046,52262.45527,1104.075968,130.6784595,14.27387657,0.686837594,262.0947156,28.2661108,2129.81748,358107.1554,5610.36536,5609.355429,4092.991103,594.4234998,1860.520137,18748.24739,18724.58536,0.039464474,0.028214109,,0.014861288,
316,315,26138.58492,536.1706943,0.049325967,52255.26142,1103.933636,130.7160114,14.27623046,0.686820806,262.0600251,28.26091216,2129.832341,358111.7387,5610.404825,5609.394891,4093.019318,596.2867454,1866.347921,18807.95979,18784.22326,0.039462004,0.028215092,,0.014860923,
317,316,26145.9308,536.1599937,0.049322905,52248.06877,1103.791111,130.7535559,14.27858635,0.686804194,262.0253385,28.25571508,2129.847201,358116.3216,5610.444289,5609.43435,4093.047534,598.1498169,1872.175314,18867.6722,18843.86117,0.039459548,0.028216079,,0.014860562,
318,317,26153.27531,536.1496546,0.049319861,52240.87732,1103.648392,130.7910929,14.28094422,0.686787757,261.9906556,28.25051954,2129.862061,358120.9043,5610.483749,5609.473807,4093.075751,600.0127144,1878.002319,18927.3846,18903.49908,0.039457105,0.028217068,,0.014860204,
319,318,26160.61845,536.1396758,0.049316834,52233.68708,1103.50548,130.8286225,14.28330407,0.686771496,261.9559764,28.24532556,2129.876921,358125.4867,5610.523208,5609.513262,4093.103969,601.8754381,1883.828936,18987.09701,18963.13699,0.039454677,0.028218061,,0.01485985,
320,319,26167.96022,536.1300564,0.049313824,52226.49803,1103.362378,130.8661446,14.28566589,0.68675541,261.921301,28.24013314,2129.891781,358130.0689,5610.562664,5609.552714,4093.132188,603.7379882,1889.655164,19046.80942,19022.7749,0.039452262,0.028219056,,0.014859501,
321,320,26175.30062,536.1207953,0.049310831,52219.31019,1103.219084,130.9036592,14.28802967,0.686739499,261.8866293,28.23494228,2129.90664,358134.6508,5610.602117,5609.592164,4093.160408,605.600365,1895.481005,19106.52184,19082.41282,0.039449861,0.028220055,,0.014859154,
322,321,26182.63966,536.1118915,0.049307856,52212.12354,1103.075601,130.9411664,14.29039542,0.686723761,261.8519614,28.22975297,2129.921499,358139.2324,5610.641569,5609.631611,4093.188629,607.4625685,1901.306458,19166.23425,19142.05074,0.039447474,0.028221057,,0.014858812,
323,322,26189.97734,536.1033439,0.049304898,52204.93809,1102.931929,130.9786662,14.29276313,0.686708197,261.8172973,28.22456523,2129.936357,358143.8138,5610.681018,5609.671057,4093.216852,609.324599,1907.131526,19225.94667,19201.68866,0.0394451,0.028222061,,0.014858473,
324,323,26197.31365,536.0951515,0.049301956,52197.75383,1102.788069,131.0161585,14.29513278,0.686692806,261.7826368,28.21937905,2129.951215,358148.3949,5610.720464,5609.710499,4093.245075,611.1864567,1912.956207,19285.65908,19261.32658,0.03944274,0.028223069,,0.014858138,
325,324,26204.64859,536.0873132,0.049299032,52190.57077,1102.644022,131.0536434,14.29750437,0.686677588,261.7479802,28.21419443,2129.966073,358152.9757,5610.759908,5609.74994,4093.273299,613.0481418,1918.780502,19345.3715,19320.9645,0.039440394,0.028224079,,0.014857807,
326,325,26211.98218,536.079828,0.049296125,52183.3889,1102.499789,131.0911209,14.29987791,0.686662542,261.7133272,28.20901139,2129.980931,358157.5562,5610.79935,5609.789378,4093.301524,614.9096544,1924.604412,19405.08393,19380.60243,0.039438061,0.028225093,,0.01485748,
327,326,26219.31441,536.0726949,0.049293234,52176.20823,1102.355371,131.128591,14.30225338,0.686647669,261.6786781,28.20382991,2129.995788,358162.1365,5610.83879,5609.828814,4093.32975,616.7709947,1930.427938,19464.79635,19440.24036,0.039435742,0.02822611,,0.014857156,
328,327,26226.64528,536.0659129,0.049290361,52169.02875,1102.210768,131.1660537,14.30463077,0.686632966,261.6440326,28.19865,2130.010645,358166.7165,5610.878227,5609.868247,4093.357977,618.632163,1936.251079,19524.50877,19499.87829,0.039433437,0.028227129,,0.014856836,
329,328,26233.97479,536.059481,0.049287504,52161.85046,1102.065982,131.2035089,14.30701009,0.686618435,261.6093909,28.19347166,2130.025501,358171.2963,5610.917662,5609.907678,4093.386205,620.4931594,1942.073837,19584.2212,19559.51622,0.039431145,0.028228152,,0.01485652,
330,329,26241.30295,536.053398,0.049284664,52154.67336,1101.921014,131.2409568,14.30939133,0.686604074,261.5747529,28.18829489,2130.040357,358175.8758,5610.957095,5609.947107,4093.414434,622.3539841,1947.896211,19643.93363,19619.15415,0.039428866,0.028229177,,0.014856207,
331,330,26248.62975,536.0476631,0.049281841,52147.49744,1101.775863,131.2783973,14.31177447,0.686589884,261.5401187,28.18311971,2130.055213,358180.455,5610.996526,5609.986534,4093.442665,624.2146373,1953.718203,19703.64606,19678.79209,0.039426601,0.028230206,,0.014855899,
332,331,26255.95519,536.0422752,0.049279034,52140.32272,1101.630532,131.3158304,14.31415952,0.686575863,261.5054882,28.17794609,2130.070069,358185.034,5611.035954,5610.025958,4093.470896,626.0751192,1959.539813,19763.35849,19738.43003,0.039424349,0.028231237,,0.014855593,
333,332,26263.27929,536.0372332,0.049276244,52133.14918,1101.485021,131.3532561,14.31654647,0.686562011,261.4708614,28.17277406,2130.084924,358189.6127,5611.07538,5610.06538,4093.499128,627.93543,1965.36104,19823.07092,19798.06797,0.03942211,0.028232271,,0.014855292,
334,333,26270.60203,536.0325362,0.049273471,52125.97683,1101.339331,131.3906744,14.31893532,0.686548329,261.4362383,28.16760361,2130.099779,358194.1911,5611.114804,5610.1048,4093.527361,629.7955698,1971.181887,19882.78336,19857.70591,0.039419885,0.028233309,,0.014854994,
335,334,26277.92342,536.0281832,0.049270714,52118.80566,1101.193463,131.4280854,14.32132605,0.686534815,261.401619,28.16243473,2130.114634,358198.7693,5611.154225,5610.144218,4093.555596,631.6555389,1977.002352,19942.4958,19917.34385,0.039417673,0.028234349,,0.0148547,
336,335,26285.24346,536.0241732,0.049267974,52111.63568,1101.047417,131.465489,14.32371867,0.686521469,261.3670034,28.15726745,2130.129488,358203.3472,5611.193645,5610.183633,4093.583831,633.5153375,1982.822437,20002.20823,19976.9818,0.039415474,0.028235392,,0.014854409,
337,336,26292.56216,536.0205052,0.04926525,52104.46688,1100.901195,131.5028853,14.32611317,0.686508291,261.3323915,28.15210174,2130.144342,358207.9248,5611.233062,5610.223046,4093.612068,635.3749657,1988.642142,20061.92067,20036.61975,0.039413289,0.028236438,,0.014854122,
338,337,26299.8795,536.0171781,0.049262543,52097.29926,1100.754797,131.5402742,14.32850954,0.68649528,261.2977833,28.14693763,2130.159196,358212.5022,5611.272477,5610.262457,4093.640305,637.2344237,1994.461468,20121.63311,20096.2577,0.039411116,0.028237487,,0.014853839,
339,338,26307.1955,536.014191,0.049259852,52090.13282,1100.608225,131.5776558,14.33090778,0.686482435,261.2631789,28.1417751,2130.17405,358217.0793,5611.31189,5610.301866,4093.668544,639.0937117,2000.280415,20181.34556,20155.89565,0.039408957,0.028238539,,0.014853559,
340,339,26314.51016,536.0115429,0.049257178,52082.96756,1100.461478,131.6150301,14.33330788,0.686469758,261.2285781,28.13661416,2130.188903,358221.6562,5611.351301,5610.341273,4093.696783,640.9528298,2006.098983,20241.058,20215.5336,0.039406811,0.028239594,,0.014853283,
341,340,26321.82347,536.0092328,0.04925452,52075.80348,1100.314559,131.652397,14.33570984,0.686457246,261.1939811,28.13145481,2130.203756,358226.2328,5611.39071,5610.380678,4093.725024,642.8117784,2011.917174,20300.77045,20275.17155,0.039404678,0.028240652,,0.01485301,
342,341,26329.13544,536.0072598,0.049251878,52068.64058,1100.167467,131.6897566,14.33811365,0.6864449,261.1593878,28.12629706,2130.218609,358230.8091,5611.430117,5610.42008,4093.753266,644.6705576,2017.734987,20360.48289,20334.80951,0.039402558,0.028241712,,0.014852742,
343,342,26336.44607,536.0056228,0.049249252,52061.47886,1100.020204,131.7271089,14.34051931,0.686432719,261.1247982,28.1211409,2130.233461,358235.3852,5611.469521,5610.459481,4093.781508,646.5291675,2023.552423,20420.19534,20394.44747,0.039400451,0.028242776,,0.014852476,
344,343,26343.75535,536.0043208,0.049246643,52054.31831,1099.87277,131.7644539,14.34292681,0.686420703,261.0902123,28.11598634,2130.248313,358239.961,5611.508924,5610.498879,4093.809752,648.3876083,2029.369482,20479.90779,20454.08543,0.039398357,0.028243842,,0.014852214,
345,344,26351.0633,536.003353,0.04924405,52047.15893,1099.725167,131.8017915,14.34533614,0.686408851,261.0556301,28.11083338,2130.263165,358244.5365,5611.548324,5610.538276,4093.837997,650.2458803,2035.186165,20539.62024,20513.72339,0.039396276,0.028244911,,0.014851956,
346,345,26358.36991,536.0027183,0.049241473,52040.00073,1099.577394,131.8391219,14.34774731,0.686397163,261.0210516,28.10568201,2130.278017,358249.1118,5611.587723,5610.57767,4093.866243,652.1039836,2041.002472,20599.33269,20573.36135,0.039394208,0.028245983,,0.014851702,
347,346,26365.67518,536.0024157,0.049238912,52032.84371,1099.429454,131.876445,14.3501603,0.686385639,260.9864768,28.10053225,2130.292869,358253.6869,5611.627119,5610.617062,4093.89449,653.9619184,2046.818405,20659.04515,20632.99932,0.039392153,0.028247058,,0.01485145,
