,time,S_c1,C_c1,I_c1,VS_c1,VC_c1,S_h1,C_h1,I_h1,VS_h1,VC_h1,D_h1,CInc_1a,CInc_1b,CInc_1c,CInc_1d,col_adm,col_discharges,admissions,discharges,,,,,
1,0,78346.06363,1687.84039,0.095979486,0,0,389.4791498,45.17346097,1.347389206,0,0,2124.880036,356645.8593,5597.786894,5596.732474,4083.783762,0,0,0,0,,,,,
2,1,23546.2303,510.6079363,0.070131816,54799.82194,1177.269698,351.593793,44.12038018,1.335656071,37.89709731,1.053073456,2124.909099,356650.7501,5597.826129,5596.797546,4083.839344,1.917407906,6.188770945,59.63659183,59.54798092,0.065071317,0.055581827,,0.029062926,
3,2,23583.79442,514.684034,0.058611713,54762.2328,1173.230128,319.0093079,42.79155774,1.310604062,70.50848559,2.380044748,2124.937742,356655.6392,5597.865497,5596.848425,4083.893884,3.834857719,12.37743864,119.2754271,119.0986229,0.050879468,0.054540395,,0.028642653,
4,3,23617.19089,518.5499262,0.053522297,54728.80582,1169.399845,290.9842976,41.27891565,1.280758947,98.5683045,3.887723344,2124.965781,356660.5253,5597.904992,5596.893002,4083.947184,5.752348536,18.56564642,178.9174848,178.6530872,0.044576894,0.05330003,,0.028038979,
5,4,23647.00326,522.1864529,0.051318089,54698.96133,1165.797637,266.8813549,39.65536763,1.249796288,122.7105376,5.502943575,2124.993158,356665.408,5597.944607,5596.934814,4083.999116,7.66987911,24.75294355,238.5630763,238.211743,0.041812151,0.051931794,,0.027376997,
6,5,23673.73312,525.5833567,0.050404911,54672.19976,1162.433354,246.1523397,37.97782796,1.219253912,143.4816429,7.168935601,2125.019868,356670.2869,5597.984335,5596.975448,4084.049608,9.587447745,30.93887647,298.2122286,297.7746225,0.040633805,0.050491814,,0.026709927,
7,6,23697.81171,528.7372627,0.050066349,54648.09098,1159.30998,228.3258017,36.29001395,1.189736188,161.3521889,8.84225921,2125.045927,356675.1618,5598.024167,5597.015612,4084.098632,11.50505229,37.12302235,357.8648527,357.3416201,0.040164023,0.049023654,,0.026059545,
8,7,23719.60984,531.6500235,0.049980679,54626.26485,1156.425304,212.9962142,34.62489089,1.161448915,176.7271952,10.49025075,2125.071361,356680.0325,5598.064097,5597.05562,4084.146192,13.42269015,43.30499874,417.520816,416.9125784,0.04000816,0.047560543,,0.025434007,
9,8,23739.44643,534.327375,0.050003298,54606.40292,1153.773273,199.814726,33.00674598,1.134434737,189.9551845,12.08890878,2125.096197,356684.899,5598.104115,5597.09561,4084.19232,15.34035838,49.48446364,477.1799729,476.4873249,0.039989242,0.046127291,,0.024835726,
10,9,23757.59576,536.7778614,0.050069649,54588.23125,1151.345058,188.4812568,31.45291031,1.108673906,201.3359987,13.62116027,2125.120462,356689.7612,5598.144216,5597.135637,4084.237062,17.25805367,55.66111239,536.8421773,536.065686,0.040027464,0.044741965,,0.024264846,
11,10,23774.29371,539.0119733,0.050150643,54571.51425,1149.129921,178.7376614,29.9751912,1.084127325,211.1275925,15.07542757,2125.144182,356694.6189,5598.184392,5597.175725,4084.280479,19.17577241,61.8346737,596.5072865,595.6474927,0.040087665,0.043417208,,0.023720671,
12,11,23789.74319,541.041466,0.050233608,54556.04923,1147.115887,170.3618543,28.58104784,1.060752265,219.5518892,16.44445642,2125.167385,356699.4721,5598.224635,5597.215878,4084.32264,21.09351072,68.00490602,656.1751628,655.2325816,0.040153783,0.042161377,,0.023202306,
13,12,23804.11871,542.8788304,0.050313078,54541.66188,1145.290272,163.1627802,27.27454708,1.038508318,226.7998002,17.72436421,2125.190093,356704.3208,5598.264941,5597.256097,4084.36362,23.01126451,74.17159437,715.8456732,714.8207949,0.040218998,0.040979486,,0.022708846,
14,13,23817.57037,544.5368802,0.050386903,54528.20227,1143.640094,156.9760651,26.05714512,1.017358384,233.0355692,18.91386221,2125.212333,356709.165,5598.305302,5597.296378,4084.403494,24.92902946,80.33454785,775.5186892,774.4119804,0.040280397,0.03987394,,0.022239453,
15,14,23830.22726,546.0284444,0.050454406,54515.54147,1142.152376,151.6603571,24.92830699,0.997268263,238.4004284,20.0136392,2125.234126,356714.0046,5598.345713,5597.336715,4084.442339,26.84680107,86.49359755,835.1940866,834.0059904,0.040336913,0.038845196,,0.021793357,
16,15,23842.20043,547.3661176,0.050515447,54503.56853,1140.8144,147.0939692,23.88604224,0.978205758,243.0159544,21.02582841,2125.255496,356718.8397,5598.386169,5597.377103,4084.480231,28.76457471,92.64859482,894.8717447,893.6026819,0.040388414,0.037892118,,0.021369839,
17,16,23853.58545,548.5621014,0.05057032,54492.18802,1139.613855,143.1722191,22.92729125,0.960139587,246.9867271,21.95362291,2125.276464,356723.6702,5598.426666,5597.417538,4084.517243,30.68234559,98.79940991,954.5515467,953.2019165,0.040434857,0.037012557,,0.020968217,
18,17,23864.46444,549.6280852,0.050619625,54481.31789,1138.538962,139.8050962,22.04824321,0.943038672,250.4026631,22.80095888,2125.297052,356728.4961,5598.467199,5597.458014,4084.553447,32.60010883,104.9459308,1014.233379,1012.80356,0.040476318,0.036203593,,0.020587822,
19,18,23874.90807,550.5751549,0.050663542,54470.88754,1137.578562,136.9151327,21.24461015,0.926872291,253.3411424,23.57224251,2125.31728,356733.3175,5598.507763,5597.498528,4084.588909,34.51785945,111.0880622,1073.917133,1072.407481,0.040513577,0.035461712,,0.020227976,
20,19,23884.97714,551.4137486,0.050702427,54460.83625,1136.72216,134.4356806,20.51181828,0.911609133,255.8687326,24.27215934,2125.337168,356738.1344,5598.548356,5597.539075,4084.623692,36.43559238,117.2257244,1133.602701,1132.013555,0.040546802,0.034783104,,0.019888009,
21,20,23894.72393,552.1536308,0.05073695,54451.11175,1135.959948,132.3094007,19.84516358,0.897216971,258.0426997,24.90551909,2125.356735,356742.9469,5598.588973,5597.579651,4084.657856,38.35330252,123.3588529,1193.289982,1191.621661,0.040575996,0.034163776,,0.019567245,
22,21,23904.19341,552.8038847,0.050767268,54441.66912,1135.282814,130.4869652,19.23993059,0.883663579,259.9123037,25.47713693,2125.376,356747.7549,5598.629612,5597.620253,4084.691455,40.27098471,129.4873969,1252.978876,1251.23168,0.040601975,0.033599668,,0.019264973,
23,22,23913.42426,553.3729197,0.050793873,54432.46969,1134.682332,128.9259328,18.69148148,0.870915819,261.5199251,25.99174477,2125.394981,356752.5586,5598.670271,5597.660877,4084.724542,42.18863377,135.6113191,1312.669288,1310.8435,0.040624682,0.033086751,,0.018980495,
24,23,23922.44976,553.8684895,0.050817043,54423.48019,1134.150744,127.5897815,18.19532103,0.858940393,262.9020308,26.45392627,2125.413694,356757.358,5598.710945,5597.701522,4084.757163,44.10624451,141.7305946,1372.361128,1370.457013,0.040644588,0.032621093,,0.018713087,
25,24,23931.29852,554.2977169,0.050837123,54414.67199,1133.680936,126.4470929,17.7471418,0.847703664,264.0899899,26.86807175,2125.432156,356762.1531,5598.751634,5597.742184,4084.789362,46.02381174,147.8452103,1432.054309,1430.072117,0.040661861,0.032198901,,0.018462027,
26,25,23939.99518,554.6671246,0.050854397,54406.02044,1133.266402,125.4708315,17.34285544,0.837171985,265.1107941,27.23834696,2125.450383,356766.9441,5598.792335,5597.782861,4084.821179,47.94133029,153.9551641,1491.748746,1489.68871,0.040676781,0.03181656,,0.018226586,
27,26,23948.56088,554.9826674,0.05086911,54397.50437,1132.901216,124.6377479,16.97861156,0.827311837,265.9876545,27.56867423,2125.468389,356771.7309,5598.833047,5597.82355,4084.852649,49.85879501,160.0604641,1551.44436,1549.306701,0.040689587,0.031470647,,0.018006037,
28,27,23957.01386,555.2497703,0.050881536,54389.1055,1132.579991,123.9278048,16.65080927,0.818089937,266.740575,27.86272106,2125.486188,356776.5137,5598.873766,5597.864251,4084.883807,51.77620078,166.1611278,1611.141076,1608.925998,0.040700428,0.031157962,,0.017799657,
29,28,23965.36978,555.4733623,0.050891916,54380.80813,1132.297841,123.3237923,16.35609656,0.809473463,267.3867369,28.12390078,2125.503795,356781.2925,5598.914493,5597.90496,4084.914683,53.69354254,172.2571816,1670.838822,1668.546516,0.040709505,0.030875507,,0.017606733,
30,29,23973.6421,555.6579132,0.050900407,54372.59873,1132.050352,122.8108928,16.0913708,0.801430262,267.940934,28.35537217,2125.521222,356786.0674,5598.955226,5597.945677,4084.945303,55.61081529,178.3486598,1730.53753,1728.168176,0.040717053,0.030620503,,0.017426557,
31,30,23981.84241,555.807468,0.050907202,54364.46567,1131.833538,122.3763592,15.85377208,0.793928839,268.4158936,28.56004626,2125.53848,356790.8385,5598.995963,5597.9864,4084.975694,57.52801409,184.4356042,1790.237135,1787.7909,0.040723168,0.03039038,,0.017258443,
32,31,23989.98068,555.9256833,0.050912501,54356.39891,1131.643808,122.0092178,15.64067297,0.786938523,268.822574,28.74059674,2125.555582,356795.6059,5599.036703,5598.027128,4085.005876,59.44513405,190.5180632,1849.937576,1847.414616,0.040727972,0.030182782,,0.017101719,
33,32,23998.06548,556.0158571,0.050916419,54348.38981,1131.477936,121.7000318,15.44966837,0.780429647,269.1704,28.89947024,2125.572537,356800.3697,5599.077445,5598.06786,4085.035872,61.36217039,196.5960912,1909.638797,1907.039257,0.040731658,0.029995535,,0.016955731,
34,33,24006.10416,556.0809614,0.050919111,54340.43093,1131.333028,121.4406796,15.27856276,0.7743735,269.4674849,29.03889925,2125.589357,356805.1298,5599.118189,5598.108594,4085.065699,63.27911839,202.6697479,1969.340744,1966.664758,0.040734287,0.029826662,,0.016819847,
35,34,24014.10305,556.1236688,0.050920691,54332.51587,1131.206492,121.2241795,15.12535848,0.768742479,269.7208054,29.16091408,2125.606051,356809.8865,5599.158934,5598.14933,4085.095373,65.19597345,208.7390981,2029.043365,2026.291059,0.040735992,0.029674344,,0.016693454,
36,35,24022.06761,556.1463834,0.050921277,54324.63908,1131.096009,121.044517,14.98823981,0.763510079,269.9363741,29.26735902,2125.622627,356814.6398,5599.199678,5598.190067,4085.12491,67.11273103,214.8042103,2088.746613,2085.918104,0.040736852,0.029536951,,0.016575971,
37,36,24030.00252,556.1512662,0.050920969,54316.79579,1130.999505,120.8965105,14.86555938,0.758650941,270.1193731,29.35990608,2125.639094,356819.3898,5599.240422,5598.230804,4085.154323,69.0293867,220.8651569,2148.450444,2145.54584,0.040736956,0.029413004,,0.016466841,
38,37,24037.91181,556.1402575,0.050919855,54308.98188,1130.915131,120.7756966,14.75582562,0.754140857,270.2742691,29.44006786,2125.655459,356824.1366,5599.281164,5598.27154,4085.183624,70.94593615,226.9220134,2208.154815,2205.174218,0.04073638,0.029301162,,0.016365533,
39,38,24045.79893,556.1150885,0.05091802,54301.19381,1130.841249,120.6782626,14.65769712,0.749956832,270.4048803,29.50920319,2125.671731,356828.8802,5599.321905,5598.312276,4085.212824,72.86237516,232.9748581,2267.859688,2264.803191,0.040735195,0.02920015,,0.016271518,
40,39,24053.66685,556.0773117,0.050915535,54293.42853,1130.776401,120.6009209,14.56996309,0.746077036,270.5145019,29.56853708,2125.687915,356833.6207,5599.362643,5598.353009,4085.241933,74.7786996,239.0237712,2327.565027,2324.432716,0.040733462,0.029108882,,0.016184314,
41,40,24061.51811,556.0283209,0.050912466,54285.68337,1130.71929,120.5408285,14.49153071,0.742480776,270.6059865,29.6191736,2125.704018,356838.3583,5599.403378,5598.39374,4085.270959,76.69490548,245.0688347,2387.270798,2384.062753,0.040731237,0.029026387,,0.01610347,
42,41,24069.35491,555.9693611,0.050908872,54277.95605,1130.668766,120.4955463,14.42141827,0.739148501,270.681784,29.66210291,2125.720047,356843.093,5599.44411,5598.434469,4085.299911,78.61098889,251.1101321,2446.976968,2443.693264,0.040728568,0.028951761,,0.016028548,
43,42,24077.17914,555.9015446,0.050904807,54270.2446,1130.623816,120.4629799,14.35874481,0.736061776,270.7440017,29.69821183,2125.736006,356847.8249,5599.484838,5598.475194,4085.328795,80.52694606,257.1477478,2506.683509,2503.324215,0.040725501,0.028884191,,0.015959135,
44,43,24084.9924,555.8258667,0.050900318,54262.54729,1130.583541,120.4413221,14.30271914,0.733203243,270.7944605,29.72829503,2125.751901,356852.554,5599.525563,5598.515916,4085.357618,82.4427733,263.1817667,2566.390393,2562.955573,0.040722077,0.028822963,,0.015894847,
45,44,24092.7961,555.7432164,0.050895449,54254.86264,1130.547151,120.4290202,14.25263235,0.730556591,270.8347281,29.75306275,2125.767736,356857.2805,5599.566283,5598.556635,4085.386386,84.35846706,269.2122741,2626.097595,2622.587307,0.040718331,0.028767425,,0.015835318,
46,45,24100.5914,555.654387,0.050890237,54247.18937,1130.513948,120.4247403,14.20784994,0.728106516,270.8661544,29.77314881,2125.783516,356862.0044,5599.606999,5598.597349,4085.415103,86.27402389,275.2393556,2685.805091,2682.219391,0.040714295,0.028716993,,0.015780206,
47,46,24108.37935,555.5600872,0.050884717,54239.52636,1130.48332,120.4273345,14.1678042,0.725838683,270.8899042,29.7891185,2125.799246,356866.7259,5599.647711,5598.638059,4085.443774,88.18944042,281.2630961,2745.512859,2741.851798,0.040710001,0.028671145,,0.01572919,
48,47,24116.1608,555.4609494,0.050878919,54231.87264,1130.454732,120.4358156,14.13198758,0.723739681,270.9069819,29.80147528,2125.814928,356871.4448,5599.688417,5598.678765,4085.472403,90.10471345,287.2835805,2805.22088,2801.484504,0.040705473,0.028629413,,0.015681971,
49,48,24123.93651,555.3575383,0.050872874,54224.22737,1130.427712,120.449335,14.09994666,0.721796982,270.9182543,29.81066708,2125.830566,356876.1615,5599.729119,5598.719465,4085.500995,92.01983983,293.3008928,2864.929133,2861.117486,0.040700732,0.028591381,,0.015638267,
50,49,24131.70712,555.2503577,0.050866604,54216.5898,1130.401851,120.4671633,14.07127665,0.719998901,270.9244693,29.81709187,2125.846164,356880.8758,5599.769815,5598.760161,4085.529551,93.93481655,299.3151163,2924.637603,2920.750725,0.040695805,0.028556673,,0.015597818,
51,50,24139.47318,555.1398573,0.05086013,54208.95931,1130.37679,120.4886734,14.04561633,0.718334546,270.9262728,29.82110292,2125.861724,356885.5879,5599.810507,5598.800852,4085.558076,95.84964069,305.326333,2984.346273,2980.3842,0.040690708,0.028524954,,0.015560379,
52,51,24147.23516,555.0264384,0.050853478,54201.33533,1130.352219,120.5133266,14.02264359,0.716793776,270.9242226,29.82301342,2125.87725,356890.2979,5599.851192,5598.841537,4085.586572,97.76430945,311.3346241,3044.055127,3040.017895,0.040685454,0.028495925,,0.015525722,
53,52,24154.99345,554.9104595,0.050846661,54193.71737,1130.327869,120.5406598,14.0020712,0.715367169,270.918801,29.82310074,2125.892743,356895.0058,5599.891873,5598.882217,4085.615042,99.67882012,317.3400694,3103.764153,3099.651794,0.040680065,0.028469319,,0.015493636,
54,53,24162.74841,554.7922402,0.050839696,54186.10501,1130.303506,120.5702758,13.98364335,0.714045971,270.9104248,29.82161014,2125.908207,356899.7117,5599.932547,5598.922892,4085.643486,101.5931701,323.3427471,3163.473337,3159.28588,0.040674554,0.028444895,,0.015463923,
55,54,24170.50031,554.6720663,0.0508326,54178.49786,1130.278929,120.6018327,13.96713198,0.712822049,270.8994548,29.81875845,2125.923644,356904.4156,5599.973216,5598.963561,4085.671909,103.5073568,329.3427342,3223.182668,3218.920141,0.040668926,0.028422441,,0.015436403,
56,55,24178.24942,554.5501929,0.050825386,54170.8956,1130.253968,120.6350376,13.95233407,0.711687873,270.8862035,29.81473693,2125.939055,356909.1176,5600.013879,5599.004224,4085.700311,105.421378,335.3401059,3282.892136,3278.554563,0.040663201,0.028401766,,0.015410905,
57,56,24185.99593,554.4268481,0.050818062,54163.29793,1130.228476,120.6696392,13.93906887,0.710636465,270.8709414,29.80971412,2125.954442,356913.8178,5600.054536,5599.044881,4085.728693,107.3352311,341.3349359,3342.601729,3338.189134,0.040657387,0.028382697,,0.015387273,
58,57,24193.74004,554.3022356,0.050810645,54155.70459,1130.202327,120.7054216,13.92717544,0.70966136,270.8539032,29.8038384,2125.969807,356918.5162,5600.095187,5599.085533,4085.757058,109.2489141,347.3272962,3402.31144,3397.823845,0.040651489,0.028365083,,0.01536536,
59,58,24201.48188,554.1765376,0.05080314,54148.11536,1130.175417,120.7422001,13.91651064,0.708756586,270.8352926,29.79724005,2125.985152,356923.2128,5600.135832,5599.126178,4085.785407,111.1624248,353.3172568,3462.021259,3457.458684,0.040645519,0.028348786,,0.015345032,
60,59,24209.2216,554.0499172,0.050795557,54140.53003,1130.147659,120.7798162,13.90694691,0.707916617,270.8152867,29.79003359,2126.000478,356927.9078,5600.176471,5599.166818,4085.813741,113.0757611,359.3048863,3521.731179,3517.093642,0.040639484,0.028333685,,0.015326165,
61,60,24216.95929,553.9225208,0.050787906,54132.94842,1130.118979,120.818134,13.89837063,0.707136345,270.7940396,29.78231944,2126.015787,356932.6012,5600.217103,5599.207451,4085.842061,114.988921,365.2902513,3581.441192,3576.728712,0.04063339,0.028319671,,0.015308646,
62,61,24224.69505,553.7944794,0.050780192,54125.37037,1130.089316,120.8570369,13.8906805,0.706411049,270.771686,29.77418562,2126.031079,356937.2929,5600.25773,5599.248079,4085.870367,116.9019028,371.2734167,3641.151292,3636.363885,0.040627243,0.028306648,,0.015292368,
63,62,24232.42896,553.66591,0.050772423,54117.79574,1130.058623,120.8964261,13.88378685,0.70573639,270.7483422,29.76570849,2126.046357,356941.9832,5600.29835,5599.2887,4085.898662,118.8147044,377.2544454,3700.861473,3695.999153,0.040621049,0.028294523,,0.015277231,
64,63,24240.16107,553.5369179,0.050764604,54110.22438,1130.026862,120.9362169,13.87760971,0.70510836,270.7241103,29.75695473,2126.06162,356946.672,5600.338964,5599.329314,4085.926945,120.7273243,383.2333985,3760.571729,3755.634511,0.040614814,0.028283219,,0.015263143,
65,64,24247.89145,553.4075977,0.050756741,54102.6562,1129.994003,120.9763367,13.87207759,0.704523259,270.6990799,29.74798257,2126.07687,356951.3593,5600.379572,5599.369923,4085.955218,122.6397608,389.2103355,3820.282055,3815.269951,0.040608541,0.028272667,,0.015250026,
66,65,24255.62013,553.2780344,0.05074884,54095.09107,1129.960022,121.0167237,13.86712695,0.703977682,270.6733292,29.73884244,2126.092108,356956.0452,5600.420173,5599.410525,4085.98348,124.5520123,395.1853139,3879.992447,3874.90547,0.040602235,0.028262804,,0.015237799,
67,66,24263.34715,553.1483046,0.050740904,54087.5289,1129.924905,121.0573254,13.86270115,0.703468492,270.646927,29.72957796,2126.107334,356960.7298,5600.460768,5599.451121,4086.011734,126.4640772,401.1583894,3939.702899,3934.54106,0.0405959,0.028253571,,0.015226394,
68,67,24271.07254,553.0184771,0.050732938,54079.96961,1129.888642,121.098097,13.85874968,0.7029928,270.6199338,29.72022681,2126.12255,356965.4131,5600.501356,5599.491711,4086.039979,128.3759541,407.1296161,3999.413408,3994.176718,0.040589538,0.028244919,,0.015215744,
69,68,24278.79633,552.888614,0.050724945,54072.41311,1129.851226,121.1390005,13.85522748,0.702547949,270.5924027,29.71082137,2126.137756,356970.0951,5600.541939,5599.532294,4086.068216,130.2876417,413.0990461,4059.12397,4053.812438,0.040583155,0.0282368,,0.015205789,
70,69,24286.51852,552.7587714,0.05071693,54064.85933,1129.812657,121.1800039,13.85209435,0.702131494,270.5643808,29.7013894,2126.152952,356974.7759,5600.582514,5599.572871,4086.096445,132.1991386,419.06673,4118.834582,4113.448218,0.040576752,0.028229173,,0.015196476,
71,70,24294.23915,552.6289999,0.050708895,54057.3082,1129.772937,121.2210799,13.84931437,0.701741186,270.5359099,29.69195458,2126.16814,356979.4555,5600.623084,5599.613441,4086.124667,134.1104436,425.0327166,4178.545241,4173.084053,0.040570331,0.028222,,0.015187751,
72,71,24301.95822,552.4993454,0.050700844,54049.75967,1129.732072,121.2622057,13.84685545,0.701374957,270.5070268,29.68253702,2126.183319,356984.1339,5600.663646,5599.654005,4086.152882,136.0215554,430.9970532,4238.255943,4232.71994,0.040563897,0.028215248,,0.01517957,
73,72,24309.67573,552.3698493,0.050692779,54042.21366,1129.690068,121.303362,13.8446889,0.701030906,270.4777645,29.6731537,2126.198491,356988.8111,5600.704203,5599.694562,4086.181091,137.932473,436.9597851,4297.966687,4292.355875,0.04055745,0.028208886,,0.01517189,
74,73,24317.3917,552.2405493,0.050684703,54034.67013,1129.646936,121.3445325,13.84278901,0.700707288,270.4481523,29.66381883,2126.213656,356993.4873,5600.744753,5599.735113,4086.209294,139.8431952,442.9209564,4357.677468,4351.991857,0.040550994,0.028202885,,0.015164669,
75,74,24325.10612,552.1114795,0.050676619,54027.12904,1129.602687,121.385704,13.84113278,0.700402496,270.4182165,29.65454424,2126.228814,356998.1624,5600.785296,5599.775658,4086.237491,141.753721,448.8806095,4417.388286,4411.627881,0.040544529,0.028197221,,0.015157874,
76,75,24332.81901,551.9826709,0.050668527,54019.59032,1129.557335,121.4268652,13.83969956,0.700115056,270.3879805,29.64533968,2126.243965,357002.8365,5600.825833,5599.816196,4086.265683,143.6640495,454.8387853,4477.099139,4471.263946,0.040538059,0.02819187,,0.015151469,
77,76,24340.53035,551.854152,0.050660431,54012.05394,1129.510894,121.4680069,13.83847083,0.699843614,270.3574656,29.63621304,2126.259111,357007.5095,5600.866363,5599.856727,4086.29387,145.5741796,460.7955232,4536.810023,4530.900049,0.040531583,0.028186812,,0.015145425,
78,77,24348.24016,551.7259483,0.050652332,54004.51986,1129.463378,121.5091215,13.83742994,0.699586925,270.326691,29.62717065,2126.27425,357012.1816,5600.906887,5599.897252,4086.322052,147.4841106,466.7508611,4596.520938,4590.536188,0.040525105,0.028182027,,0.015139714,
79,78,24355.94842,551.5980834,0.050644233,53996.98804,1129.414803,121.550203,13.83656189,0.699343847,270.2956738,29.61821745,2126.289385,357016.8527,5600.947405,5599.937771,4086.350229,149.3938415,472.7048357,4656.231882,4650.172361,0.040518626,0.028177497,,0.015134309,
80,79,24363.65515,551.4705788,0.050636134,53989.45845,1129.365187,121.5912464,13.83585321,0.69911333,270.2644299,29.6093572,2126.304514,357021.5229,5600.987916,5599.978283,4086.378403,151.3033716,478.6574822,4715.942853,4709.808567,0.040512146,0.028173208,,0.015129187,
81,80,24371.36033,551.3434541,0.050628037,53981.93104,1129.314545,121.6322478,13.8352917,0.698894411,270.2329735,29.60059262,2126.319638,357026.1922,5601.02842,5600.018789,4086.406572,153.2127001,484.6088345,4775.653851,4769.444804,0.040505668,0.028169143,,0.015124327,
82,81,24379.06396,551.2167273,0.050619944,53974.4058,1129.262894,121.6732042,13.83486638,0.698686205,270.2013177,29.59192554,2126.334758,357030.8606,5601.068918,5600.059288,4086.434737,155.1218263,490.5589252,4835.364872,4829.081069,0.040499192,0.02816529,,0.015119707,
83,82,24386.76604,551.0904148,0.050611856,53966.88268,1129.210252,121.7141133,13.8345673,0.698487899,270.1694745,29.58335704,2126.349873,357035.5281,5601.10941,5600.099781,4086.462899,157.0307496,496.5077857,4895.075918,4888.717363,0.04049272,0.028161636,,0.015115311,
84,83,24394.46657,550.9645318,0.050603775,53959.36166,1129.156635,121.7549734,13.83438544,0.698298746,270.1374548,29.57488755,2126.364984,357040.1948,5601.149895,5600.140267,4086.491057,158.9394692,502.4554463,4954.786985,4948.353683,0.040486252,0.028158169,,0.01511112,
85,84,24402.16554,550.8390923,0.0505957,53951.84271,1129.102062,121.7957835,13.83431263,0.698118062,270.1052689,29.56651694,2126.380092,357044.8606,5601.190373,5600.180747,4086.519212,160.8479847,508.401936,5014.498074,5007.990029,0.040479789,0.02815488,,0.015107121,
86,85,24409.86295,550.7141089,0.050587635,53944.32581,1129.046548,121.8365427,13.83434143,0.697945217,270.072926,29.55824462,2126.395195,357049.5257,5601.230846,5600.22122,4086.547363,162.7562954,514.3472827,5074.209184,5067.626399,0.040473333,0.028151758,,0.015103297,
87,86,24417.55879,550.5895934,0.050579579,53936.81092,1128.990111,121.8772508,13.83446508,0.697779632,270.0404349,29.5500696,2126.410294,357054.19,5601.271311,5600.261687,4086.575512,164.6644007,520.2915134,5133.920313,5127.262791,0.040466885,0.028148794,,0.015099637,
88,87,24425.25307,550.4655567,0.050571533,53929.29804,1128.932766,121.9179077,13.83467742,0.697620777,270.0078035,29.54199057,2126.425391,357058.8535,5601.311771,5600.302148,4086.603658,166.5723003,526.2346537,5193.63146,5186.899207,0.040460444,0.02814598,,0.015096128,
89,88,24432.94577,550.3420087,0.050563499,53921.78713,1128.874531,121.9585137,13.83497279,0.697468163,269.9750394,29.53400594,2126.440483,357063.5163,5601.352224,5600.342602,4086.631802,168.4799936,532.1767285,5253.342626,5246.535643,0.040454012,0.028143307,,0.015092759,
90,89,24440.63689,550.2189588,0.050555478,53914.27818,1128.815422,121.9990692,13.83534606,0.697321341,269.9421495,29.5261139,2126.455573,357068.1783,5601.39267,5600.383049,4086.659942,170.3874801,538.1177616,5313.053809,5306.1721,0.04044759,0.028140769,,0.01508952,
91,90,24448.32643,550.0964152,0.050547469,53906.77115,1128.755454,122.0395747,13.83579249,0.6971799,269.9091404,29.51831246,2126.470659,357072.8397,5601.43311,5600.42349,4086.688081,172.2947595,544.057776,5372.765009,5365.808577,0.040441178,0.028138359,,0.015086402,
92,91,24456.01438,549.974386,0.050539475,53899.26605,1128.694643,122.0800311,13.83630775,0.69704346,269.8760182,29.5105995,2126.485743,357077.5003,5601.473544,5600.463925,4086.716217,174.2018314,549.9967936,5432.476224,5425.445073,0.040434777,0.02813607,,0.015083397,
93,92,24463.70075,549.8528784,0.050531495,53891.76284,1128.633003,122.120439,13.83688784,0.696911672,269.8427887,29.50297276,2126.500823,357082.1603,5601.513971,5600.504353,4086.744351,176.1086955,555.9348354,5492.187455,5485.081587,0.040428387,0.028133896,,0.015080495,
94,93,24471.38553,549.7318991,0.05052353,53884.2615,1128.570549,122.1607996,13.83752909,0.696784216,269.8094572,29.49542994,2126.515901,357086.8196,5601.554392,5600.544775,4086.772482,178.0153513,561.8719219,5551.898701,5544.718119,0.040422009,0.028131832,,0.015077691,
95,94,24479.06871,549.6114542,0.050515582,53876.76203,1128.507296,122.2011137,13.83822809,0.696660796,269.7760288,29.48796865,2126.530976,357091.4782,5601.594807,5600.585191,4086.800612,179.9217985,567.8080725,5611.609962,5604.354668,0.040415644,0.028129873,,0.015074978,
96,95,24486.75029,549.4915496,0.05050765,53869.2644,1128.443257,122.2413824,13.8389817,0.69654114,269.7425083,29.48058648,2126.546048,357096.1362,5601.635215,5600.6256,4086.82874,181.828037,573.7433059,5671.321237,5663.991233,0.040409292,0.028128013,,0.015072348,
97,96,24494.43027,549.3721904,0.050499735,53861.76859,1128.378446,122.2816067,13.83978702,0.696424999,269.7089003,29.47328099,2126.561118,357100.7936,5601.675617,5600.666003,4086.856867,183.7340663,579.67764,5731.032525,5723.627815,0.040402953,0.028126248,,0.015069798,
98,97,24502.10865,549.2533817,0.050491838,53854.2746,1128.312876,122.3217878,13.84064135,0.696312141,269.6752089,29.46604974,2126.576185,357105.4503,5601.716013,5600.7064,4086.884991,185.6398863,585.6110921,5790.743826,5783.264413,0.040396628,0.028124574,,0.015067321,
99,98,24509.78542,549.1351278,0.050483959,53846.78241,1128.24656,122.3619268,13.84154218,0.696202355,269.6414384,29.45889029,2126.59125,357110.1065,5601.756402,5600.74679,4086.913114,187.5454968,591.5436787,5850.455141,5842.901026,0.040390318,0.028122986,,0.015064913,
100,99,24517.46058,549.0174331,0.050476099,53839.29201,1128.17951,122.4020247,13.84248717,0.696095445,269.6075924,29.45180024,2126.606313,357114.762,5601.796785,5600.787174,4086.941236,189.4508975,597.4754157,5910.166468,5902.537653,0.040384022,0.02812148,,0.015062569,
101,100,24525.13412,548.9003012,0.050468258,53831.80337,1128.111738,122.4420827,13.84347415,0.69599123,269.5736747,29.44477721,2126.621373,357119.417,5601.837162,5600.827552,4086.969356,191.3560882,603.4063184,5969.877807,5962.174295,0.040377741,0.028120053,,0.015060285,
