"","year","vacc_coverage","vacc_efficacy","total_cases"
"70",1,0.6,0.3,62243
"71",1,0.6,0.4,58046
"72",1,0.6,0.5,53838
"73",1,0.6,0.6,49619
"74",1,0.6,0.7,45388
"75",1,0.6,0.8,41146
"76",1,0.6,0.9,36892
"77",1,0.6,1,32627
"78",1,0.7,0,74766
"79",1,0.7,0.1,69909
"80",1,0.7,0.2,65039
"81",1,0.7,0.3,60156
"82",1,0.7,0.4,55260
"83",1,0.7,0.5,50351
"84",1,0.7,0.6,45429
"85",1,0.7,0.7,40493
"86",1,0.7,0.8,35544
"87",1,0.7,0.9,30582
"88",1,0.7,1,25606
"89",1,0.8,0,74766
"90",1,0.8,0.1,69215
"91",1,0.8,0.2,63650
"92",1,0.8,0.3,58069
"93",1,0.8,0.4,52474
"94",1,0.8,0.5,46864
"95",1,0.8,0.6,41239
"96",1,0.8,0.7,35598
"97",1,0.8,0.8,29943
"98",1,0.8,0.9,24272
"99",1,0.8,1,18587
"100",1,0.9,0,74766
"101",1,0.9,0.1,68521
"102",1,0.9,0.2,62260
"103",1,0.9,0.3,55983
"104",1,0.9,0.4,49688
"105",1,0.9,0.5,43377
"106",1,0.9,0.6,37049
"107",1,0.9,0.7,30704
"108",1,0.9,0.8,24342
"109",1,0.9,0.9,17964
"110",1,0.9,1,11569
"111",1,1,0,74766
"112",1,1,0.1,67828
"113",1,1,0.2,60871
"114",1,1,0.3,53896
"115",1,1,0.4,46902
"116",1,1,0.5,39890
"117",1,1,0.6,32859
"118",1,1,0.7,25810
"119",1,1,0.8,18742
"120",1,1,0.9,11656
"121",1,1,1,4552
"122",2,0,0,74766
"123",2,0,0.1,74766
"124",2,0,0.2,74766
"125",2,0,0.3,74766
"126",2,0,0.4,74766
"127",2,0,0.5,74766
"128",2,0,0.6,74766
"129",2,0,0.7,74766
"130",2,0,0.8,74766
"131",2,0,0.9,74766
"132",2,0,1,74766
"133",2,0.1,0,74766
"134",2,0.1,0.1,74087
"135",2,0.1,0.2,73405
"136",2,0.1,0.3,72720
"137",2,0.1,0.4,72031
"138",2,0.1,0.5,71338
"139",2,0.1,0.6,70641
"140",2,0.1,0.7,69941
"141",2,0.1,0.8,69237
"142",2,0.1,0.9,68530
"143",2,0.1,1,67818
"144",2,0.2,0,74766
"145",2,0.2,0.1,73409
"146",2,0.2,0.2,72045
"147",2,0.2,0.3,70674
"148",2,0.2,0.4,69296
"149",2,0.2,0.5,67911
"150",2,0.2,0.6,66518
"151",2,0.2,0.7,65118
"152",2,0.2,0.8,63711
"153",2,0.2,0.9,62296
"154",2,0.2,1,60874
"155",2,0.3,0,74766
"156",2,0.3,0.1,72731
"157",2,0.3,0.2,70685
"158",2,0.3,0.3,68629
"159",2,0.3,0.4,66562
"160",2,0.3,0.5,64484
"161",2,0.3,0.6,62395
"162",2,0.3,0.7,60296
"163",2,0.3,0.8,58185
"164",2,0.3,0.9,56064
"165",2,0.3,1,53931
"166",2,0.4,0,74766
"167",2,0.4,0.1,72052
"168",2,0.4,0.2,69325
"169",2,0.4,0.3,66584
"170",2,0.4,0.4,63828
"171",2,0.4,0.5,61058
"172",2,0.4,0.6,58274
"173",2,0.4,0.7,55475
"174",2,0.4,0.8,52662
"175",2,0.4,0.9,49834
"176",2,0.4,1,46992
"177",2,0.5,0,74766
"178",2,0.5,0.1,71374
"179",2,0.5,0.2,67965
"180",2,0.5,0.3,64539
"181",2,0.5,0.4,61095
"182",2,0.5,0.5,57633
"183",2,0.5,0.6,54153
"184",2,0.5,0.7,50656
"185",2,0.5,0.8,47140
"186",2,0.5,0.9,43607
"187",2,0.5,1,40055
"188",2,0.6,0,74766
"189",2,0.6,0.1,70696
"190",2,0.6,0.2,66605
"191",2,0.6,0.3,62494
"192",2,0.6,0.4,58362
"193",2,0.6,0.5,54208
"194",2,0.6,0.6,50033
"195",2,0.6,0.7,45838
"196",2,0.6,0.8,41620
"197",2,0.6,0.9,37382
"198",2,0.6,1,33121
"199",2,0.7,0,74766
"200",2,0.7,0.1,70018
"201",2,0.7,0.2,65246
"202",2,0.7,0.3,60449
"203",2,0.7,0.4,55629
"204",2,0.7,0.5,50784
"205",2,0.7,0.6,45915
"206",2,0.7,0.7,41021
"207",2,0.7,0.8,36102
"208",2,0.7,0.9,31159
"209",2,0.7,1,26191
"210",2,0.8,0,74766
"211",2,0.8,0.1,69339
"212",2,0.8,0.2,63886
"213",2,0.8,0.3,58405
"214",2,0.8,0.4,52897
"215",2,0.8,0.5,47361
"216",2,0.8,0.6,41797
"217",2,0.8,0.7,36206
"218",2,0.8,0.8,30586
"219",2,0.8,0.9,24939
"220",2,0.8,1,19264
"221",2,0.9,0,74766
"222",2,0.9,0.1,68661
"223",2,0.9,0.2,62526
"224",2,0.9,0.3,56361
"225",2,0.9,0.4,50165
"226",2,0.9,0.5,43938
"227",2,0.9,0.6,37680
"228",2,0.9,0.7,31392
"229",2,0.9,0.8,25072
"230",2,0.9,0.9,18722
"231",2,0.9,1,12341
"232",2,1,0,74766
"233",2,1,0.1,67983
"234",2,1,0.2,61167
"235",2,1,0.3,54317
"236",2,1,0.4,47434
"237",2,1,0.5,40516
"238",2,1,0.6,33565
"239",2,1,0.7,26580
"240",2,1,0.8,19561
"241",2,1,0.9,12508
"242",2,1,1,5421
"243",3,0,0,74766
"244",3,0,0.1,74766
"245",3,0,0.2,74766
"246",3,0,0.3,74766
"247",3,0,0.4,74766
"248",3,0,0.5,74766
"249",3,0,0.6,74766
"250",3,0,0.7,74766
"251",3,0,0.8,74766
"252",3,0,0.9,74766
"253",3,0,1,74766
"254",3,0.1,0,74766
"255",3,0.1,0.1,74121
"256",3,0.1,0.2,73472
"257",3,0.1,0.3,72819
"258",3,0.1,0.4,72160
"259",3,0.1,0.5,71498
"260",3,0.1,0.6,70830
"261",3,0.1,0.7,70158
"262",3,0.1,0.8,69481
"263",3,0.1,0.9,68800
"264",3,0.1,1,68113
"265",3,0.2,0,74766
"266",3,0.2,0.1,73477
"267",3,0.2,0.2,72179
"268",3,0.2,0.3,70872
"269",3,0.2,0.4,69556
"270",3,0.2,0.5,68230
"271",3,0.2,0.6,66896
"272",3,0.2,0.7,65552
"273",3,0.2,0.8,64199
"274",3,0.2,0.9,62836
"275",3,0.2,1,61464
"276",3,0.3,0,74766
"277",3,0.3,0.1,72832
"278",3,0.3,0.2,70885
"279",3,0.3,0.3,68925
"280",3,0.3,0.4,66951
"281",3,0.3,0.5,64964
"282",3,0.3,0.6,62962
"283",3,0.3,0.7,60947
"284",3,0.3,0.8,58918
"285",3,0.3,0.9,56875
"286",3,0.3,1,54817
"287",3,0.4,0,74766
"288",3,0.4,0.1,72188
"289",3,0.4,0.2,69592
"290",3,0.4,0.3,66979
"291",3,0.4,0.4,64347
"292",3,0.4,0.5,61698
"293",3,0.4,0.6,59030
"294",3,0.4,0.7,56344
"295",3,0.4,0.8,53639
"296",3,0.4,0.9,50916
"297",3,0.4,1,48173
"298",3,0.5,0,74766
"299",3,0.5,0.1,71543
"300",3,0.5,0.2,68299
"301",3,0.5,0.3,65033
"302",3,0.5,0.4,61744
"303",3,0.5,0.5,58433
"304",3,0.5,0.6,55099
"305",3,0.5,0.7,51742
"306",3,0.5,0.8,48362
"307",3,0.5,0.9,44959
"308",3,0.5,1,41533
"309",3,0.6,0,74766
"310",3,0.6,0.1,70899
"311",3,0.6,0.2,67006
"312",3,0.6,0.3,63087
"313",3,0.6,0.4,59141
"314",3,0.6,0.5,55168
"315",3,0.6,0.6,51168
"316",3,0.6,0.7,47141
"317",3,0.6,0.8,43087
"318",3,0.6,0.9,39005
"319",3,0.6,1,34896
"320",3,0.7,0,74766
"321",3,0.7,0.1,70255
"322",3,0.7,0.2,65713
"323",3,0.7,0.3,61141
"324",3,0.7,0.4,56538
"325",3,0.7,0.5,51904
"326",3,0.7,0.6,47239
"327",3,0.7,0.7,42543
"328",3,0.7,0.8,37815
"329",3,0.7,0.9,33055
"330",3,0.7,1,28263
"331",3,0.8,0,74766
"332",3,0.8,0.1,69610
"333",3,0.8,0.2,64420
"334",3,0.8,0.3,59196
"335",3,0.8,0.4,53936
"336",3,0.8,0.5,48641
"337",3,0.8,0.6,43311
"338",3,0.8,0.7,37946
"339",3,0.8,0.8,32544
"340",3,0.8,0.9,27107
"341",3,0.8,1,21634
"342",3,0.9,0,74766
"343",3,0.9,0.1,68966
"344",3,0.9,0.2,63128
"345",3,0.9,0.3,57251
"346",3,0.9,0.4,51335
"347",3,0.9,0.5,45379
"348",3,0.9,0.6,39384
"349",3,0.9,0.7,33350
"350",3,0.9,0.8,27276
"351",3,0.9,0.9,21162
"352",3,0.9,1,15008
"353",3,1,0,74766
"354",3,1,0.1,68322
"355",3,1,0.2,61835
"356",3,1,0.3,55306
"357",3,1,0.4,48733
"358",3,1,0.5,42118
"359",3,1,0.6,35459
"360",3,1,0.7,28757
"361",3,1,0.8,22011
"362",3,1,0.9,15221
"363",3,1,1,8387
"364",4,0,0,74766
"365",4,0,0.1,74766
"366",4,0,0.2,74766
"367",4,0,0.3,74766
"368",4,0,0.4,74766
"369",4,0,0.5,74766
"370",4,0,0.6,74766
"371",4,0,0.7,74766
"372",4,0,0.8,74766
"373",4,0,0.9,74766
"374",4,0,1,74766
"375",4,0.1,0,74766
"376",4,0.1,0.1,74156
"377",4,0.1,0.2,73540
"378",4,0.1,0.3,72920
"379",4,0.1,0.4,72294
"380",4,0.1,0.5,71663
"381",4,0.1,0.6,71026
"382",4,0.1,0.7,70384
"383",4,0.1,0.8,69737
"384",4,0.1,0.9,69084
"385",4,0.1,1,68426
"386",4,0.2,0,74766
"387",4,0.2,0.1,73545
"388",4,0.2,0.2,72315
"389",4,0.2,0.3,71074
"390",4,0.2,0.4,69823
"391",4,0.2,0.5,68561
"392",4,0.2,0.6,67288
"393",4,0.2,0.7,66004
"394",4,0.2,0.8,64710
"395",4,0.2,0.9,63405
"396",4,0.2,1,62088
"397",4,0.3,0,74766
"398",4,0.3,0.1,72935
"399",4,0.3,0.2,71090
"400",4,0.3,0.3,69229
"401",4,0.3,0.4,67352
"402",4,0.3,0.5,65459
"403",4,0.3,0.6,63551
"404",4,0.3,0.7,61626
"405",4,0.3,0.8,59685
"406",4,0.3,0.9,57727
"407",4,0.3,1,55753
"408",4,0.4,0,74766
"409",4,0.4,0.1,72325
"410",4,0.4,0.2,69865
"411",4,0.4,0.3,67383
"412",4,0.4,0.4,64881
"413",4,0.4,0.5,62358
"414",4,0.4,0.6,59814
"415",4,0.4,0.7,57249
"416",4,0.4,0.8,54661
"417",4,0.4,0.9,52053
"418",4,0.4,1,49422
"419",4,0.5,0,74766
"420",4,0.5,0.1,71715
"421",4,0.5,0.2,68640
"422",4,0.5,0.3,65538
"423",4,0.5,0.4,62411
"424",4,0.5,0.5,59258
"425",4,0.5,0.6,56079
"426",4,0.5,0.7,52873
"427",4,0.5,0.8,49640
"428",4,0.5,0.9,46380
"429",4,0.5,1,43093
"430",4,0.6,0,74766
"431",4,0.6,0.1,71105
"432",4,0.6,0.2,67415
"433",4,0.6,0.3,63694
"434",4,0.6,0.4,59942
"435",4,0.6,0.5,56159
"436",4,0.6,0.6,52344
"437",4,0.6,0.7,48498
"438",4,0.6,0.8,44620
"439",4,0.6,0.9,40710
"440",4,0.6,1,36768
"441",4,0.7,0,74766
"442",4,0.7,0.1,70495
"443",4,0.7,0.2,66190
"444",4,0.7,0.3,61849
"445",4,0.7,0.4,57473
"446",4,0.7,0.5,53060
"447",4,0.7,0.6,48611
"448",4,0.7,0.7,44125
"449",4,0.7,0.8,39603
"450",4,0.7,0.9,35043
"451",4,0.7,1,30447
"452",4,0.8,0,74766
"453",4,0.8,0.1,69885
"454",4,0.8,0.2,64965
"455",4,0.8,0.3,60005
"456",4,0.8,0.4,55004
"457",4,0.8,0.5,49962
"458",4,0.8,0.6,44879
"459",4,0.8,0.7,39754
"460",4,0.8,0.8,34588
"461",4,0.8,0.9,29379
"462",4,0.8,1,24129
"463",4,0.9,0,74766
"464",4,0.9,0.1,69276
"465",4,0.9,0.2,63741
"466",4,0.9,0.3,58161
"467",4,0.9,0.4,52536
"468",4,0.9,0.5,46865
"469",4,0.9,0.6,41148
"470",4,0.9,0.7,35385
"471",4,0.9,0.8,29575
"472",4,0.9,0.9,23718
"473",4,0.9,1,17815
"474",4,1,0,74766
"475",4,1,0.1,68666
"476",4,1,0.2,62516
"477",4,1,0.3,56317
"478",4,1,0.4,50068
"479",4,1,0.5,43768
"480",4,1,0.6,37418
"481",4,1,0.7,31017
"482",4,1,0.8,24564
"483",4,1,0.9,18060
"484",4,1,1,11505
"485",5,0,0,74766
"486",5,0,0.1,74766
"487",5,0,0.2,74766
"488",5,0,0.3,74766
"489",5,0,0.4,74766
"490",5,0,0.5,74766
"491",5,0,0.6,74766
"492",5,0,0.7,74766
"493",5,0,0.8,74766
"494",5,0,0.9,74766
"495",5,0,1,74766
"496",5,0.1,0,74766
"497",5,0.1,0.1,74189
"498",5,0.1,0.2,73606
"499",5,0.1,0.3,73018
"500",5,0.1,0.4,72423
"501",5,0.1,0.5,71823
"502",5,0.1,0.6,71217
"503",5,0.1,0.7,70605
"504",5,0.1,0.8,69987
"505",5,0.1,0.9,69362
"506",5,0.1,1,68731
"507",5,0.2,0,74766
"508",5,0.2,0.1,73612
"509",5,0.2,0.2,72447
"510",5,0.2,0.3,71270
"511",5,0.2,0.4,70081
"512",5,0.2,0.5,68881
"513",5,0.2,0.6,67669
"514",5,0.2,0.7,66445
"515",5,0.2,0.8,65209
"516",5,0.2,0.9,63960
"517",5,0.2,1,62700
"518",5,0.3,0,74766
"519",5,0.3,0.1,73035
"520",5,0.3,0.2,71287
"521",5,0.3,0.3,69522
"522",5,0.3,0.4,67740
"523",5,0.3,0.5,65940
"524",5,0.3,0.6,64122
"525",5,0.3,0.7,62287
"526",5,0.3,0.8,60433
"527",5,0.3,0.9,58561
"528",5,0.3,1,56670
"529",5,0.4,0,74766
"530",5,0.4,0.1,72458
"531",5,0.4,0.2,70128
"532",5,0.4,0.3,67775
"533",5,0.4,0.4,65399
"534",5,0.4,0.5,62999
"535",5,0.4,0.6,60576
"536",5,0.4,0.7,58129
"537",5,0.4,0.8,55659
"538",5,0.4,0.9,53163
"539",5,0.4,1,50644
"540",5,0.5,0,74766
"541",5,0.5,0.1,71881
"542",5,0.5,0.2,68969
"543",5,0.5,0.3,66028
"544",5,0.5,0.4,63058
"545",5,0.5,0.5,60059
"546",5,0.5,0.6,57031
"547",5,0.5,0.7,53973
"548",5,0.5,0.8,50886
"549",5,0.5,0.9,47768
"550",5,0.5,1,44620
"551",5,0.6,0,74766
"552",5,0.6,0.1,71304
"553",5,0.6,0.2,67809
"554",5,0.6,0.3,64281
"555",5,0.6,0.4,60717
"556",5,0.6,0.5,57120
"557",5,0.6,0.6,53487
"558",5,0.6,0.7,49819
"559",5,0.6,0.8,46115
"560",5,0.6,0.9,42376
"561",5,0.6,1,38600
"562",5,0.7,0,74766
"563",5,0.7,0.1,70728
"564",5,0.7,0.2,66650
"565",5,0.7,0.3,62534
"566",5,0.7,0.4,58377
"567",5,0.7,0.5,54181
"568",5,0.7,0.6,49944
"569",5,0.7,0.7,45666
"570",5,0.7,0.8,41346
"571",5,0.7,0.9,36985
"572",5,0.7,1,32582
"573",5,0.8,0,74766
"574",5,0.8,0.1,70151
"575",5,0.8,0.2,65491
"576",5,0.8,0.3,60787
"577",5,0.8,0.4,56038
"578",5,0.8,0.5,51243
"579",5,0.8,0.6,46402
"580",5,0.8,0.7,41514
"581",5,0.8,0.8,36579
"582",5,0.8,0.9,31598
"583",5,0.8,1,26568
"584",5,0.9,0,74766
"585",5,0.9,0.1,69574
"586",5,0.9,0.2,64333
"587",5,0.9,0.3,59041
"588",5,0.9,0.4,53699
"589",5,0.9,0.5,48305
"590",5,0.9,0.6,42860
"591",5,0.9,0.7,37364
"592",5,0.9,0.8,31815
"593",5,0.9,0.9,26213
"594",5,0.9,1,20558
"595",5,1,0,74766
"596",5,1,0.1,68997
"597",5,1,0.2,63174
"598",5,1,0.3,57295
"599",5,1,0.4,51360
"600",5,1,0.5,45368
"601",5,1,0.6,39320
"602",5,1,0.7,33215
"603",5,1,0.8,27052
"604",5,1,0.9,20831
"605",5,1,1,14551
