"","year","vacc_coverage","vacc_efficacy","no_int_cases_cum","with_int_baseline_cases_cum"
"109",4,0.3,0.2,10500,9805
"110",5,0.3,0.2,13125,12251
"111",1,0.3,0.3,2625,2384
"112",2,0.3,0.3,5250,4748
"113",3,0.3,0.3,7875,7105
"114",4,0.3,0.3,10500,9461
"115",5,0.3,0.3,13125,11819
"116",1,0.3,0.4,2625,2304
"117",2,0.3,0.4,5250,4582
"118",3,0.3,0.4,7875,6852
"119",4,0.3,0.4,10500,9120
"120",5,0.3,0.4,13125,11390
"121",1,0.3,0.5,2625,2224
"122",2,0.3,0.5,5250,4417
"123",3,0.3,0.5,7875,6600
"124",4,0.3,0.5,10500,8781
"125",5,0.3,0.5,13125,10965
"126",1,0.3,0.6,2625,2144
"127",2,0.3,0.6,5250,4252
"128",3,0.3,0.6,7875,6349
"129",4,0.3,0.6,10500,8444
"130",5,0.3,0.6,13125,10543
"131",1,0.3,0.7,2625,2065
"132",2,0.3,0.7,5250,4089
"133",3,0.3,0.7,7875,6101
"134",4,0.3,0.7,10500,8111
"135",5,0.3,0.7,13125,10126
"136",1,0.3,0.8,2625,1986
"137",2,0.3,0.8,5250,3926
"138",3,0.3,0.8,7875,5853
"139",4,0.3,0.8,10500,7779
"140",5,0.3,0.8,13125,9711
"141",1,0.3,0.9,2625,1907
"142",2,0.3,0.9,5250,3764
"143",3,0.3,0.9,7875,5608
"144",4,0.3,0.9,10500,7451
"145",5,0.3,0.9,13125,9301
"146",1,0.3,1,2625,1829
"147",2,0.3,1,5250,3604
"148",3,0.3,1,7875,5365
"149",4,0.3,1,10500,7126
"150",5,0.3,1,13125,8896
"151",1,0.4,0.1,2625,2517
"152",2,0.4,0.1,5250,5025
"153",3,0.4,0.1,7875,7530
"154",4,0.4,0.1,10500,10034
"155",5,0.4,0.1,13125,12539
"156",1,0.4,0.2,2625,2410
"157",2,0.4,0.2,5250,4803
"158",3,0.4,0.2,7875,7190
"159",4,0.4,0.2,10500,9576
"160",5,0.4,0.2,13125,11963
"161",1,0.4,0.3,2625,2304
"162",2,0.4,0.3,5250,4583
"163",3,0.4,0.3,7875,6853
"164",4,0.4,0.3,10500,9122
"165",5,0.4,0.3,13125,11393
"166",1,0.4,0.4,2625,2198
"167",2,0.4,0.4,5250,4364
"168",3,0.4,0.4,7875,6519
"169",4,0.4,0.4,10500,8673
"170",5,0.4,0.4,13125,10830
"171",1,0.4,0.5,2625,2092
"172",2,0.4,0.5,5250,4146
"173",3,0.4,0.5,7875,6188
"174",4,0.4,0.5,10500,8228
"175",5,0.4,0.5,13125,10273
"176",1,0.4,0.6,2625,1987
"177",2,0.4,0.6,5250,3930
"178",3,0.4,0.6,7875,5860
"179",4,0.4,0.6,10500,7789
"180",5,0.4,0.6,13125,9724
"181",1,0.4,0.7,2625,1883
"182",2,0.4,0.7,5250,3716
"183",3,0.4,0.7,7875,5536
"184",4,0.4,0.7,10500,7355
"185",5,0.4,0.7,13125,9182
"186",1,0.4,0.8,2625,1779
"187",2,0.4,0.8,5250,3503
"188",3,0.4,0.8,7875,5214
"189",4,0.4,0.8,10500,6926
"190",5,0.4,0.8,13125,8647
"191",1,0.4,0.9,2625,1675
"192",2,0.4,0.9,5250,3292
"193",3,0.4,0.9,7875,4896
"194",4,0.4,0.9,10500,6502
"195",5,0.4,0.9,13125,8119
"196",1,0.4,1,2625,1572
"197",2,0.4,1,5250,3083
"198",3,0.4,1,7875,4582
"199",4,0.4,1,10500,6084
"200",5,0.4,1,13125,7599
"201",1,0.5,0.1,2625,2491
"202",2,0.5,0.1,5250,4970
"203",3,0.5,0.1,7875,7446
"204",4,0.5,0.1,10500,9921
"205",5,0.5,0.1,13125,12396
"206",1,0.5,0.2,2625,2357
"207",2,0.5,0.2,5250,4693
"208",3,0.5,0.2,7875,7022
"209",4,0.5,0.2,10500,9349
"210",5,0.5,0.2,13125,11678
"211",1,0.5,0.3,2625,2225
"212",2,0.5,0.3,5250,4419
"213",3,0.5,0.3,7875,6604
"214",4,0.5,0.3,10500,8787
"215",5,0.5,0.3,13125,10973
"216",1,0.5,0.4,2625,2093
"217",2,0.5,0.4,5250,4147
"218",3,0.5,0.4,7875,6190
"219",4,0.5,0.4,10500,8231
"220",5,0.5,0.4,13125,10277
"221",1,0.5,0.5,2625,1962
"222",2,0.5,0.5,5250,3879
"223",3,0.5,0.5,7875,5783
"224",4,0.5,0.5,10500,7686
"225",5,0.5,0.5,13125,9596
"226",1,0.5,0.6,2625,1832
"227",2,0.5,0.6,5250,3613
"228",3,0.5,0.6,7875,5381
"229",4,0.5,0.6,10500,7149
"230",5,0.5,0.6,13125,8925
"231",1,0.5,0.7,2625,1702
"232",2,0.5,0.7,5250,3349
"233",3,0.5,0.7,7875,4983
"234",4,0.5,0.7,10500,6619
"235",5,0.5,0.7,13125,8265
"236",1,0.5,0.8,2625,1574
"237",2,0.5,0.8,5250,3088
"238",3,0.5,0.8,7875,4591
"239",4,0.5,0.8,10500,6098
"240",5,0.5,0.8,13125,7618
"241",1,0.5,0.9,2625,1446
"242",2,0.5,0.9,5250,2830
"243",3,0.5,0.9,7875,4205
"244",4,0.5,0.9,10500,5586
"245",5,0.5,0.9,13125,6982
"246",1,0.5,1,2625,1319
"247",2,0.5,1,5250,2575
"248",3,0.5,1,7875,3824
"249",4,0.5,1,10500,5082
"250",5,0.5,1,13125,6359
"251",1,0.6,0.1,2625,2464
"252",2,0.6,0.1,5250,4915
"253",3,0.6,0.1,7875,7361
"254",4,0.6,0.1,10500,9806
"255",5,0.6,0.1,13125,12252
"256",1,0.6,0.2,2625,2304
"257",2,0.6,0.2,5250,4583
"258",3,0.6,0.2,7875,6854
"259",4,0.6,0.2,10500,9123
"260",5,0.6,0.2,13125,11395
"261",1,0.6,0.3,2625,2146
"262",2,0.6,0.3,5250,4257
"263",3,0.6,0.3,7875,6357
"264",4,0.6,0.3,10500,8455
"265",5,0.6,0.3,13125,10558
"266",1,0.6,0.4,2625,1988
"267",2,0.6,0.4,5250,3933
"268",3,0.6,0.4,7875,5866
"269",4,0.6,0.4,10500,7798
"270",5,0.6,0.4,13125,9736
"271",1,0.6,0.5,2625,1832
"272",2,0.6,0.5,5250,3614
"273",3,0.6,0.5,7875,5383
"274",4,0.6,0.5,10500,7153
"275",5,0.6,0.5,13125,8931
"276",1,0.6,0.6,2625,1678
"277",2,0.6,0.6,5250,3300
"278",3,0.6,0.6,7875,4910
"279",4,0.6,0.6,10500,6522
"280",5,0.6,0.6,13125,8145
"281",1,0.6,0.7,2625,1524
"282",2,0.6,0.7,5250,2989
"283",3,0.6,0.7,7875,4443
"284",4,0.6,0.7,10500,5902
"285",5,0.6,0.7,13125,7375
"286",1,0.6,0.8,2625,1372
"287",2,0.6,0.8,5250,2682
"288",3,0.6,0.8,7875,3985
"289",4,0.6,0.8,10500,5296
"290",5,0.6,0.8,13125,6624
"291",1,0.6,0.9,2625,1221
"292",2,0.6,0.9,5250,2380
"293",3,0.6,0.9,7875,3535
"294",4,0.6,0.9,10500,4702
"295",5,0.6,0.9,13125,5890
"296",1,0.6,1,2625,1071
"297",2,0.6,1,5250,2081
"298",3,0.6,1,7875,3092
"299",4,0.6,1,10500,4120
"300",5,0.6,1,13125,5173
"301",1,0.7,0.1,2625,2437
"302",2,0.7,0.1,5250,4859
"303",3,0.7,0.1,7875,7276
"304",4,0.7,0.1,10500,9691
"305",5,0.7,0.1,13125,12108
"306",1,0.7,0.2,2625,2251
"307",2,0.7,0.2,5250,4474
"308",3,0.7,0.2,7875,6688
"309",4,0.7,0.2,10500,8900
"310",5,0.7,0.2,13125,11115
"311",1,0.7,0.3,2625,2067
"312",2,0.7,0.3,5250,4095
"313",3,0.7,0.3,7875,6111
"314",4,0.7,0.3,10500,8126
"315",5,0.7,0.3,13125,10146
"316",1,0.7,0.4,2625,1885
"317",2,0.7,0.4,5250,3722
"318",3,0.7,0.4,7875,5546
"319",4,0.7,0.4,10500,7370
"320",5,0.7,0.4,13125,9202
"321",1,0.7,0.5,2625,1704
"322",2,0.7,0.5,5250,3354
"323",3,0.7,0.5,7875,4992
"324",4,0.7,0.5,10500,6632
"325",5,0.7,0.5,13125,8282
"326",1,0.7,0.6,2625,1525
"327",2,0.7,0.6,5250,2992
"328",3,0.7,0.6,7875,4448
"329",4,0.7,0.6,10500,5909
"330",5,0.7,0.6,13125,7384
"331",1,0.7,0.7,2625,1348
"332",2,0.7,0.7,5250,2635
"333",3,0.7,0.7,7875,3916
"334",4,0.7,0.7,10500,5205
"335",5,0.7,0.7,13125,6512
"336",1,0.7,0.8,2625,1173
"337",2,0.7,0.8,5250,2285
"338",3,0.7,0.8,7875,3395
"339",4,0.7,0.8,10500,4519
"340",5,0.7,0.8,13125,5665
"341",1,0.7,0.9,2625,999
"342",2,0.7,0.9,5250,1940
"343",3,0.7,0.9,7875,2885
"344",4,0.7,0.9,10500,3850
"345",5,0.7,0.9,13125,4842
"346",1,0.7,1,2625,827
"347",2,0.7,1,5250,1601
"348",3,0.7,1,7875,2387
"349",4,0.7,1,10500,3199
"350",5,0.7,1,13125,4043
"351",1,0.8,0.1,2625,2411
"352",2,0.8,0.1,5250,4804
"353",3,0.8,0.1,7875,7191
"354",4,0.8,0.1,10500,9577
"355",5,0.8,0.1,13125,11965
"356",1,0.8,0.2,2625,2199
"357",2,0.8,0.2,5250,4366
"358",3,0.8,0.2,7875,6523
"359",4,0.8,0.2,10500,8678
"360",5,0.8,0.2,13125,10837
"361",1,0.8,0.3,2625,1989
"362",2,0.8,0.3,5250,3935
"363",3,0.8,0.3,7875,5869
"364",4,0.8,0.3,10500,7802
"365",5,0.8,0.3,13125,9741
"366",1,0.8,0.4,2625,1782
"367",2,0.8,0.4,5250,3512
"368",3,0.8,0.4,7875,5230
"369",4,0.8,0.4,10500,6949
"370",5,0.8,0.4,13125,8677
"371",1,0.8,0.5,2625,1577
"372",2,0.8,0.5,5250,3097
"373",3,0.8,0.5,7875,4606
"374",4,0.8,0.5,10500,6119
"375",5,0.8,0.5,13125,7645
"376",1,0.8,0.6,2625,1374
"377",2,0.8,0.6,5250,2689
"378",3,0.8,0.6,7875,3996
"379",4,0.8,0.6,10500,5312
"380",5,0.8,0.6,13125,6645
"381",1,0.8,0.7,2625,1174
"382",2,0.8,0.7,5250,2289
"383",3,0.8,0.7,7875,3402
"384",4,0.8,0.7,10500,4529
"385",5,0.8,0.7,13125,5678
"386",1,0.8,0.8,2625,976
"387",2,0.8,0.8,5250,1896
"388",3,0.8,0.8,7875,2822
"389",4,0.8,0.8,10500,3768
"390",5,0.8,0.8,13125,4742
"391",1,0.8,0.9,2625,781
"392",2,0.8,0.9,5250,1512
"393",3,0.8,0.9,7875,2257
"394",4,0.8,0.9,10500,3030
"395",5,0.8,0.9,13125,3837
"396",1,0.8,1,2625,588
"397",2,0.8,1,5250,1135
"398",3,0.8,1,7875,1707
"399",4,0.8,1,10500,2316
"400",5,0.8,1,13125,2966
"401",1,0.9,0.1,2625,2384
"402",2,0.9,0.1,5250,4749
"403",3,0.9,0.1,7875,7107
"404",4,0.9,0.1,10500,9464
"405",5,0.9,0.1,13125,11823
"406",1,0.9,0.2,2625,2146
"407",2,0.9,0.2,5250,4258
"408",3,0.9,0.2,7875,6359
"409",4,0.9,0.2,10500,8458
"410",5,0.9,0.2,13125,10562
"411",1,0.9,0.3,2625,1911
"412",2,0.9,0.3,5250,3776
"413",3,0.9,0.3,7875,5629
"414",4,0.9,0.3,10500,7481
"415",5,0.9,0.3,13125,9341
"416",1,0.9,0.4,2625,1679
"417",2,0.9,0.4,5250,3304
"418",3,0.9,0.4,7875,4918
"419",4,0.9,0.4,10500,6534
"420",5,0.9,0.4,13125,8161
"421",1,0.9,0.5,2625,1451
"422",2,0.9,0.5,5250,2843
"423",3,0.9,0.5,7875,4227
"424",4,0.9,0.5,10500,5617
"425",5,0.9,0.5,13125,7023
"426",1,0.9,0.6,2625,1225
"427",2,0.9,0.6,5250,2391
"428",3,0.9,0.6,7875,3554
"429",4,0.9,0.6,10500,4729
"430",5,0.9,0.6,13125,5925
"431",1,0.9,0.7,2625,1002
"432",2,0.9,0.7,5250,1948
"433",3,0.9,0.7,7875,2899
"434",4,0.9,0.7,10500,3870
"435",5,0.9,0.7,13125,4868
"436",1,0.9,0.8,2625,783
"437",2,0.9,0.8,5250,1517
"438",3,0.9,0.8,7875,2266
"439",4,0.9,0.8,10500,3043
"440",5,0.9,0.8,13125,3854
"441",1,0.9,0.9,2625,566
"442",2,0.9,0.9,5250,1094
"443",3,0.9,0.9,7875,1649
"444",4,0.9,0.9,10500,2242
"445",5,0.9,0.9,13125,2877
"446",1,0.9,1,2625,353
"447",2,0.9,1,5250,681
"448",3,0.9,1,7875,1052
"449",4,0.9,1,10500,1472
"450",5,0.9,1,13125,1942
"451",1,1,0.1,2625,2357
"452",2,1,0.1,5250,4693
"453",3,1,0.1,7875,7022
"454",4,1,0.1,10500,9350
"455",5,1,0.1,13125,11680
"456",1,1,0.2,2625,2094
"457",2,1,0.2,5250,4150
"458",3,1,0.2,7875,6195
"459",4,1,0.2,10500,8239
"460",5,1,0.2,13125,10288
"461",1,1,0.3,2625,1834
"462",2,1,0.3,5250,3619
"463",3,1,0.3,7875,5392
"464",4,1,0.3,10500,7165
"465",5,1,0.3,13125,8947
"466",1,1,0.4,2625,1578
"467",2,1,0.4,5250,3100
"468",3,1,0.4,7875,4611
"469",4,1,0.4,10500,6126
"470",5,1,0.4,13125,7654
"471",1,1,0.5,2625,1326
"472",2,1,0.5,5250,2593
"473",3,1,0.5,7875,3854
"474",4,1,0.5,10500,5125
"475",5,1,0.5,13125,6414
"476",1,1,0.6,2625,1077
"477",2,1,0.6,5250,2097
"478",3,1,0.6,7875,3120
"479",4,1,0.6,10500,4159
"480",5,1,0.6,13125,5223
"481",1,1,0.7,2625,832
"482",2,1,0.7,5250,1614
"483",3,1,0.7,7875,2409
"484",4,1,0.7,10500,3230
"485",5,1,0.7,13125,4084
"486",1,1,0.8,2625,592
"487",2,1,0.8,5250,1145
"488",3,1,0.8,7875,1724
"489",4,1,0.8,10500,2340
"490",5,1,0.8,13125,2997
"491",1,1,0.9,2625,355
"492",2,1,0.9,5250,687
"493",3,1,0.9,7875,1062
"494",4,1,0.9,10500,1486
"495",5,1,0.9,13125,1960
"496",1,1,1,2625,122
"497",2,1,1,5250,241
"498",3,1,1,7875,422
"499",4,1,1,10500,667
"500",5,1,1,13125,972
