"","year","vacc_coverage","vacc_efficacy","total_cases"
"263",3,0.1,0.9,5887
"264",3,0.1,1,5818
"265",3,0.2,0,6495
"266",3,0.2,0.1,6361
"267",3,0.2,0.2,6227
"268",3,0.2,0.3,6093
"269",3,0.2,0.4,5959
"270",3,0.2,0.5,5825
"271",3,0.2,0.6,5692
"272",3,0.2,0.7,5558
"273",3,0.2,0.8,5425
"274",3,0.2,0.9,5292
"275",3,0.2,1,5159
"276",3,0.3,0,6495
"277",3,0.3,0.1,6294
"278",3,0.3,0.2,6094
"279",3,0.3,0.3,5894
"280",3,0.3,0.4,5695
"281",3,0.3,0.5,5497
"282",3,0.3,0.6,5299
"283",3,0.3,0.7,5103
"284",3,0.3,0.8,4907
"285",3,0.3,0.9,4712
"286",3,0.3,1,4517
"287",3,0.4,0,6495
"288",3,0.4,0.1,6227
"289",3,0.4,0.2,5961
"290",3,0.4,0.3,5697
"291",3,0.4,0.4,5434
"292",3,0.4,0.5,5173
"293",3,0.4,0.6,4913
"294",3,0.4,0.7,4656
"295",3,0.4,0.8,4400
"296",3,0.4,0.9,4145
"297",3,0.4,1,3893
"298",3,0.5,0,6495
"299",3,0.5,0.1,6161
"300",3,0.5,0.2,5830
"301",3,0.5,0.3,5501
"302",3,0.5,0.4,5176
"303",3,0.5,0.5,4853
"304",3,0.5,0.6,4533
"305",3,0.5,0.7,4217
"306",3,0.5,0.8,3903
"307",3,0.5,0.9,3593
"308",3,0.5,1,3286
"309",3,0.6,0,6495
"310",3,0.6,0.1,6095
"311",3,0.6,0.2,5699
"312",3,0.6,0.3,5307
"313",3,0.6,0.4,4920
"314",3,0.6,0.5,4537
"315",3,0.6,0.6,4160
"316",3,0.6,0.7,3787
"317",3,0.6,0.8,3419
"318",3,0.6,0.9,3056
"319",3,0.6,1,2698
"320",3,0.7,0,6495
"321",3,0.7,0.1,6028
"322",3,0.7,0.2,5568
"323",3,0.7,0.3,5114
"324",3,0.7,0.4,4667
"325",3,0.7,0.5,4226
"326",3,0.7,0.6,3792
"327",3,0.7,0.7,3365
"328",3,0.7,0.8,2945
"329",3,0.7,0.9,2532
"330",3,0.7,1,2127
"331",3,0.8,0,6495
"332",3,0.8,0.1,5962
"333",3,0.8,0.2,5438
"334",3,0.8,0.3,4923
"335",3,0.8,0.4,4417
"336",3,0.8,0.5,3919
"337",3,0.8,0.6,3431
"338",3,0.8,0.7,2952
"339",3,0.8,0.8,2483
"340",3,0.8,0.9,2024
"341",3,0.8,1,1574
"342",3,0.9,0,6495
"343",3,0.9,0.1,5897
"344",3,0.9,0.2,5309
"345",3,0.9,0.3,4733
"346",3,0.9,0.4,4169
"347",3,0.9,0.5,3617
"348",3,0.9,0.6,3076
"349",3,0.9,0.7,2548
"350",3,0.9,0.8,2032
"351",3,0.9,0.9,1529
"352",3,0.9,1,1039
"353",3,1,0,6495
"354",3,1,0.1,5831
"355",3,1,0.2,5181
"356",3,1,0.3,4545
"357",3,1,0.4,3924
"358",3,1,0.5,3318
"359",3,1,0.6,2728
"360",3,1,0.7,2152
"361",3,1,0.8,1593
"362",3,1,0.9,1049
"363",3,1,1,522
"364",4,0,0,6495
"365",4,0,0.1,6495
"366",4,0,0.2,6495
"367",4,0,0.3,6495
"368",4,0,0.4,6495
"369",4,0,0.5,6495
"370",4,0,0.6,6495
"371",4,0,0.7,6495
"372",4,0,0.8,6495
"373",4,0,0.9,6495
"374",4,0,1,6495
"375",4,0.1,0,6495
"376",4,0.1,0.1,6429
"377",4,0.1,0.2,6363
"378",4,0.1,0.3,6297
"379",4,0.1,0.4,6231
"380",4,0.1,0.5,6165
"381",4,0.1,0.6,6099
"382",4,0.1,0.7,6032
"383",4,0.1,0.8,5965
"384",4,0.1,0.9,5899
"385",4,0.1,1,5832
"386",4,0.2,0,6495
"387",4,0.2,0.1,6364
"388",4,0.2,0.2,6232
"389",4,0.2,0.3,6101
"390",4,0.2,0.4,5970
"391",4,0.2,0.5,5839
"392",4,0.2,0.6,5709
"393",4,0.2,0.7,5578
"394",4,0.2,0.8,5448
"395",4,0.2,0.9,5318
"396",4,0.2,1,5188
"397",4,0.3,0,6495
"398",4,0.3,0.1,6298
"399",4,0.3,0.2,6102
"400",4,0.3,0.3,5907
"401",4,0.3,0.4,5712
"402",4,0.3,0.5,5518
"403",4,0.3,0.6,5325
"404",4,0.3,0.7,5133
"405",4,0.3,0.8,4942
"406",4,0.3,0.9,4752
"407",4,0.3,1,4562
"408",4,0.4,0,6495
"409",4,0.4,0.1,6233
"410",4,0.4,0.2,5973
"411",4,0.4,0.3,5714
"412",4,0.4,0.4,5457
"413",4,0.4,0.5,5202
"414",4,0.4,0.6,4949
"415",4,0.4,0.7,4698
"416",4,0.4,0.8,4448
"417",4,0.4,0.9,4201
"418",4,0.4,1,3956
"419",4,0.5,0,6495
"420",4,0.5,0.1,6168
"421",4,0.5,0.2,5844
"422",4,0.5,0.3,5523
"423",4,0.5,0.4,5205
"424",4,0.5,0.5,4890
"425",4,0.5,0.6,4579
"426",4,0.5,0.7,4271
"427",4,0.5,0.8,3967
"428",4,0.5,0.9,3666
"429",4,0.5,1,3369
"430",4,0.6,0,6495
"431",4,0.6,0.1,6103
"432",4,0.6,0.2,5716
"433",4,0.6,0.3,5333
"434",4,0.6,0.4,4956
"435",4,0.6,0.5,4583
"436",4,0.6,0.6,4216
"437",4,0.6,0.7,3854
"438",4,0.6,0.8,3498
"439",4,0.6,0.9,3147
"440",4,0.6,1,2802
"441",4,0.7,0,6495
"442",4,0.7,0.1,6038
"443",4,0.7,0.2,5588
"444",4,0.7,0.3,5145
"445",4,0.7,0.4,4709
"446",4,0.7,0.5,4281
"447",4,0.7,0.6,3860
"448",4,0.7,0.7,3447
"449",4,0.7,0.8,3041
"450",4,0.7,0.9,2644
"451",4,0.7,1,2254
"452",4,0.8,0,6495
"453",4,0.8,0.1,5974
"454",4,0.8,0.2,5462
"455",4,0.8,0.3,4959
"456",4,0.8,0.4,4466
"457",4,0.8,0.5,3983
"458",4,0.8,0.6,3511
"459",4,0.8,0.7,3048
"460",4,0.8,0.8,2597
"461",4,0.8,0.9,2156
"462",4,0.8,1,1726
"463",4,0.9,0,6495
"464",4,0.9,0.1,5909
"465",4,0.9,0.2,5336
"466",4,0.9,0.3,4774
"467",4,0.9,0.4,4226
"468",4,0.9,0.5,3690
"469",4,0.9,0.6,3168
"470",4,0.9,0.7,2660
"471",4,0.9,0.8,2165
"472",4,0.9,0.9,1684
"473",4,0.9,1,1218
"474",4,1,0,6495
"475",4,1,0.1,5845
"476",4,1,0.2,5210
"477",4,1,0.3,4592
"478",4,1,0.4,3989
"479",4,1,0.5,3402
"480",4,1,0.6,2833
"481",4,1,0.7,2280
"482",4,1,0.8,1746
"483",4,1,0.9,1229
"484",4,1,1,730
"485",5,0,0,6495
"486",5,0,0.1,6495
"487",5,0,0.2,6495
"488",5,0,0.3,6495
"489",5,0,0.4,6495
"490",5,0,0.5,6495
"491",5,0,0.6,6495
"492",5,0,0.7,6495
"493",5,0,0.8,6495
"494",5,0,0.9,6495
"495",5,0,1,6495
"496",5,0.1,0,6495
"497",5,0.1,0.1,6431
"498",5,0.1,0.2,6367
"499",5,0.1,0.3,6303
"500",5,0.1,0.4,6239
"501",5,0.1,0.5,6175
"502",5,0.1,0.6,6110
"503",5,0.1,0.7,6046
"504",5,0.1,0.8,5981
"505",5,0.1,0.9,5916
"506",5,0.1,1,5851
"507",5,0.2,0,6495
"508",5,0.2,0.1,6368
"509",5,0.2,0.2,6240
"510",5,0.2,0.3,6113
"511",5,0.2,0.4,5986
"512",5,0.2,0.5,5859
"513",5,0.2,0.6,5732
"514",5,0.2,0.7,5605
"515",5,0.2,0.8,5479
"516",5,0.2,0.9,5352
"517",5,0.2,1,5226
"518",5,0.3,0,6495
"519",5,0.3,0.1,6304
"520",5,0.3,0.2,6114
"521",5,0.3,0.3,5924
"522",5,0.3,0.4,5735
"523",5,0.3,0.5,5547
"524",5,0.3,0.6,5360
"525",5,0.3,0.7,5174
"526",5,0.3,0.8,4989
"527",5,0.3,0.9,4804
"528",5,0.3,1,4620
"529",5,0.4,0,6495
"530",5,0.4,0.1,6241
"531",5,0.4,0.2,5988
"532",5,0.4,0.3,5737
"533",5,0.4,0.4,5488
"534",5,0.4,0.5,5241
"535",5,0.4,0.6,4995
"536",5,0.4,0.7,4752
"537",5,0.4,0.8,4511
"538",5,0.4,0.9,4271
"539",5,0.4,1,4034
"540",5,0.5,0,6495
"541",5,0.5,0.1,6178
"542",5,0.5,0.2,5863
"543",5,0.5,0.3,5552
"544",5,0.5,0.4,5244
"545",5,0.5,0.5,4939
"546",5,0.5,0.6,4638
"547",5,0.5,0.7,4340
"548",5,0.5,0.8,4045
"549",5,0.5,0.9,3755
"550",5,0.5,1,3468
"551",5,0.6,0,6495
"552",5,0.6,0.1,6115
"553",5,0.6,0.2,5739
"554",5,0.6,0.3,5368
"555",5,0.6,0.4,5002
"556",5,0.6,0.5,4642
"557",5,0.6,0.6,4286
"558",5,0.6,0.7,3937
"559",5,0.6,0.8,3592
"560",5,0.6,0.9,3254
"561",5,0.6,1,2921
"562",5,0.7,0,6495
"563",5,0.7,0.1,6052
"564",5,0.7,0.2,5615
"565",5,0.7,0.3,5186
"566",5,0.7,0.4,4764
"567",5,0.7,0.5,4349
"568",5,0.7,0.6,3942
"569",5,0.7,0.7,3543
"570",5,0.7,0.8,3152
"571",5,0.7,0.9,2769
"572",5,0.7,1,2394
"573",5,0.8,0,6495
"574",5,0.8,0.1,5989
"575",5,0.8,0.2,5493
"576",5,0.8,0.3,5006
"577",5,0.8,0.4,4529
"578",5,0.8,0.5,4062
"579",5,0.8,0.6,3605
"580",5,0.8,0.7,3159
"581",5,0.8,0.8,2724
"582",5,0.8,0.9,2300
"583",5,0.8,1,1888
"584",5,0.9,0,6495
"585",5,0.9,0.1,5927
"586",5,0.9,0.2,5371
"587",5,0.9,0.3,4827
"588",5,0.9,0.4,4296
"589",5,0.9,0.5,3779
"590",5,0.9,0.6,3275
"591",5,0.9,0.7,2785
"592",5,0.9,0.8,2309
"593",5,0.9,0.9,1848
"594",5,0.9,1,1402
"595",5,1,0,6495
"596",5,1,0.1,5865
"597",5,1,0.2,5249
"598",5,1,0.3,4650
"599",5,1,0.4,4067
"600",5,1,0.5,3501
"601",5,1,0.6,2952
"602",5,1,0.7,2420
"603",5,1,0.8,1907
"604",5,1,0.9,1412
"605",5,1,1,936
